iCharger106B;Outlet
Time [hh:mm:ss.SSS];Voltage [V];Current [A];Capacity [mAh]
02:34:04.000;4.19;0.13;640
02:34:06.000;4.19;0.12;641
02:34:08.000;4.19;0.13;641
02:34:10.000;4.20;0.14;641
02:34:12.000;4.20;0.14;641
02:34:14.000;4.20;0.14;641
02:34:16.000;4.20;0.14;641
02:34:18.000;4.20;0.14;641
02:34:20.000;4.20;0.14;641
02:34:22.000;4.20;0.14;641
02:34:24.000;4.20;0.14;641
02:34:26.000;4.20;0.14;641
02:34:28.000;4.20;0.14;641
02:34:30.000;4.20;0.14;641
02:34:32.000;4.20;0.14;642
02:34:34.000;4.20;0.14;642
02:34:36.000;4.20;0.14;642
02:34:38.000;4.20;0.14;642
02:34:40.000;4.20;0.14;642
02:34:42.000;4.20;0.14;642
02:34:44.000;4.20;0.14;642
02:34:46.000;4.20;0.14;642
02:34:48.000;4.20;0.14;642
02:34:50.000;4.20;0.14;642
02:34:52.000;4.20;0.14;642
02:34:54.000;4.20;0.14;642
02:34:56.000;4.20;0.14;643
02:34:58.000;4.20;0.14;643
02:35:00.000;4.20;0.14;643
02:35:02.000;4.20;0.14;643
02:35:04.000;4.20;0.14;643
02:35:06.000;4.20;0.14;643
02:35:08.000;4.20;0.14;643
02:35:10.000;4.20;0.14;643
02:35:12.000;4.20;0.14;643
02:35:14.000;4.20;0.14;643
02:35:16.000;4.20;0.14;643
02:35:18.000;4.20;0.14;643
02:35:20.000;4.20;0.14;644
02:35:22.000;4.20;0.14;644
02:35:24.000;4.20;0.14;644
02:35:26.000;4.20;0.14;644
02:35:28.000;4.20;0.14;644
02:35:30.000;4.20;0.14;644
02:35:32.000;4.20;0.14;644
02:35:34.000;4.20;0.14;644
02:35:36.000;4.20;0.14;644
02:35:38.000;4.20;0.14;644
02:35:40.000;4.20;0.14;644
02:35:42.000;4.20;0.14;644
02:35:44.000;4.20;0.14;645
02:35:46.000;4.20;0.14;645
02:35:48.000;4.20;0.14;645
02:35:50.000;4.20;0.14;645
02:35:52.000;4.20;0.14;645
02:35:54.000;4.20;0.14;645
02:35:56.000;4.20;0.14;645
02:35:58.000;4.20;0.14;645
02:36:00.000;4.20;0.14;645
02:36:02.000;4.20;0.14;645
02:36:04.000;4.20;0.14;645
02:36:06.000;4.20;0.14;645
02:36:08.000;4.20;0.14;645
02:36:10.000;4.20;0.14;646
02:36:12.000;4.20;0.14;646
02:36:14.000;4.20;0.14;646
02:36:16.000;4.20;0.14;646
02:36:18.000;4.20;0.14;646
02:36:20.000;4.20;0.14;646
02:36:22.000;4.20;0.14;646
02:36:24.000;4.20;0.14;646
02:36:26.000;4.20;0.14;646
02:36:28.000;4.20;0.14;646
02:36:30.000;4.20;0.14;646
02:36:32.000;4.20;0.14;646
02:36:34.000;4.20;0.14;646
02:36:36.000;4.20;0.14;647
02:36:38.000;4.20;0.14;647
02:36:40.000;4.20;0.14;647
02:36:42.000;4.20;0.14;647
02:36:44.000;4.20;0.14;647
02:36:46.000;4.20;0.14;647
02:36:48.000;4.20;0.14;647
02:36:50.000;4.20;0.14;647
02:36:52.000;4.20;0.14;647
02:36:54.000;4.20;0.14;647
02:36:56.000;4.20;0.14;647
02:36:58.000;4.20;0.14;647
02:37:00.000;4.20;0.14;647
02:37:02.000;4.20;0.14;648
02:37:04.000;4.20;0.14;648
02:37:06.000;4.20;0.14;648
02:37:08.000;4.20;0.14;648
02:37:10.000;4.20;0.14;648
02:37:12.000;4.20;0.14;648
02:37:14.000;4.20;0.14;648
02:37:16.000;4.20;0.14;648
02:37:18.000;4.20;0.14;648
02:37:20.000;4.20;0.14;648
02:37:22.000;4.20;0.14;648
02:37:24.000;4.20;0.14;648
02:37:26.000;4.20;0.14;649
02:37:28.000;4.20;0.14;649
02:37:30.000;4.20;0.14;649
02:37:32.000;4.20;0.14;649
02:37:34.000;4.20;0.14;649
02:37:36.000;4.20;0.14;649
02:37:38.000;4.20;0.14;649
02:37:40.000;4.20;0.14;649
02:37:42.000;4.20;0.14;649
02:37:44.000;4.20;0.14;649
02:37:46.000;4.20;0.14;649
02:37:48.000;4.20;0.14;649
02:37:50.000;4.20;0.14;649
02:37:52.000;4.20;0.14;650
02:37:54.000;4.20;0.14;650
02:37:56.000;4.20;0.14;650
02:37:58.000;4.20;0.14;650
02:38:00.000;4.20;0.14;650
02:38:02.000;4.20;0.14;650
02:38:04.000;4.20;0.14;650
02:38:06.000;4.20;0.14;650
02:38:08.000;4.20;0.14;650
02:38:10.000;4.20;0.14;650
02:38:12.000;4.20;0.14;650
02:38:14.000;4.20;0.14;650
02:38:16.000;4.20;0.14;651
02:38:18.000;4.20;0.14;651
02:38:20.000;4.20;0.14;651
02:38:22.000;4.20;0.14;651
02:38:24.000;4.20;0.14;651
02:38:26.000;4.20;0.14;651
02:38:28.000;4.20;0.14;651
02:38:30.000;4.20;0.14;651
02:38:32.000;4.20;0.14;651
02:38:34.000;4.20;0.14;651
02:38:36.000;4.20;0.14;651
02:38:38.000;4.20;0.14;651
02:38:40.000;4.20;0.14;651
02:38:42.000;4.20;0.14;652
02:38:44.000;4.20;0.14;652
02:38:46.000;4.20;0.14;652
02:38:48.000;4.20;0.14;652
02:38:50.000;4.20;0.14;652
02:38:52.000;4.20;0.14;652
02:38:54.000;4.20;0.14;652
02:38:56.000;4.20;0.14;652
02:38:58.000;4.20;0.14;652
02:39:00.000;4.20;0.14;652
02:39:02.000;4.20;0.14;652
02:39:04.000;4.20;0.14;652
02:39:06.000;4.20;0.14;653
02:39:08.000;4.20;0.14;653
02:39:10.000;4.20;0.14;653
02:39:12.000;4.20;0.14;653
02:39:14.000;4.20;0.14;653
02:39:16.000;4.20;0.14;653
02:39:18.000;4.20;0.14;653
02:39:20.000;4.20;0.14;653
02:39:22.000;4.20;0.14;653
02:39:24.000;4.20;0.14;653
02:39:26.000;4.20;0.14;653
02:39:28.000;4.20;0.14;653
02:39:30.000;4.20;0.14;653
02:39:32.000;4.20;0.14;654
02:39:34.000;4.20;0.14;654
02:39:36.000;4.20;0.14;654
02:39:38.000;4.20;0.14;654
02:39:40.000;4.20;0.14;654
02:39:42.000;4.20;0.14;654
02:39:44.000;4.20;0.14;654
02:39:46.000;4.20;0.14;654
02:39:48.000;4.20;0.14;654
02:39:50.000;4.20;0.14;654
02:39:52.000;4.20;0.14;654
02:39:54.000;4.20;0.14;654
02:39:56.000;4.20;0.14;654
02:39:58.000;4.20;0.14;655
02:40:00.000;4.20;0.14;655
02:40:02.000;4.20;0.14;655
02:40:04.000;4.20;0.14;655
02:40:06.000;4.20;0.14;655
02:40:08.000;4.20;0.14;655
02:40:10.000;4.20;0.14;655
02:40:12.000;4.20;0.14;655
02:40:14.000;4.20;0.14;655
02:40:16.000;4.20;0.14;655
02:40:18.000;4.20;0.14;655
02:40:20.000;4.20;0.14;655
02:40:22.000;4.20;0.14;656
02:40:24.000;4.20;0.14;656
02:40:26.000;4.20;0.14;656
02:40:28.000;4.20;0.14;656
02:40:30.000;4.20;0.14;656
02:40:32.000;4.20;0.14;656
02:40:34.000;4.20;0.14;656
02:40:36.000;4.20;0.14;656
02:40:38.000;4.20;0.14;656
02:40:40.000;4.20;0.14;656
02:40:42.000;4.20;0.14;656
02:40:44.000;4.20;0.14;656
02:40:46.000;4.20;0.14;656
02:40:48.000;4.20;0.14;657
02:40:50.000;4.20;0.14;657
02:40:52.000;4.20;0.14;657
02:40:54.000;4.20;0.14;657
02:40:56.000;4.20;0.14;657
02:40:58.000;4.20;0.14;657
02:41:00.000;4.20;0.14;657
02:41:02.000;4.20;0.14;657
02:41:04.000;4.20;0.14;657
02:41:06.000;4.20;0.14;657
02:41:08.000;4.20;0.14;657
02:41:10.000;4.20;0.14;657
02:41:12.000;4.20;0.14;657
02:41:14.000;4.20;0.14;658
02:41:16.000;4.20;0.14;658
02:41:18.000;4.20;0.14;658
02:41:20.000;4.20;0.14;658
02:41:22.000;4.21;0.14;658
02:41:24.000;4.20;0.14;658
02:41:26.000;4.18;0.12;658
02:41:28.000;4.20;0.14;658
02:41:30.000;4.20;0.14;658
02:41:32.000;4.20;0.14;658
02:41:34.000;4.19;0.13;658
02:41:36.000;4.18;0.12;658
02:41:38.000;4.20;0.13;659
02:41:40.000;4.20;0.13;659
02:41:42.000;4.20;0.14;659
02:41:44.000;4.20;0.15;659
02:41:46.000;4.19;0.13;659
02:41:48.000;4.20;0.13;659
02:41:50.000;4.19;0.12;659
02:41:52.000;4.20;0.14;659
02:41:54.000;4.20;0.14;659
02:41:56.000;4.20;0.14;659
02:41:58.000;4.19;0.13;659
02:42:00.000;4.19;0.12;659
02:42:02.000;4.19;0.13;659
02:42:04.000;4.20;0.13;660
02:42:06.000;4.20;0.13;660
02:42:08.000;4.20;0.14;660
02:42:10.000;4.20;0.14;660
02:42:12.000;4.19;0.12;660
02:42:14.000;4.19;0.12;660
02:42:16.000;4.19;0.12;660
02:42:18.000;4.20;0.14;660
02:42:20.000;4.20;0.14;660
02:42:22.000;4.20;0.14;660
02:42:24.000;4.19;0.13;660
02:42:26.000;4.19;0.12;660
02:42:28.000;4.20;0.13;661
02:42:30.000;4.20;0.14;661
02:42:32.000;4.20;0.14;661
02:42:34.000;4.20;0.14;661
02:42:36.000;4.19;0.12;661
02:42:38.000;4.19;0.12;661
02:42:40.000;4.19;0.12;661
02:42:42.000;4.19;0.13;661
02:42:44.000;4.20;0.14;661
02:42:46.000;4.19;0.14;661
02:42:48.000;4.19;0.13;661
02:42:50.000;4.19;0.12;661
02:42:52.000;4.19;0.13;661
02:42:54.000;4.20;0.13;662
02:42:56.000;4.20;0.14;662
02:42:58.000;4.19;0.13;662
02:43:00.000;4.19;0.12;662
02:43:02.000;4.19;0.13;662
02:43:04.000;4.19;0.13;662
02:43:06.000;4.20;0.14;662
02:43:08.000;4.20;0.14;662
02:43:10.000;4.19;0.13;662
02:43:12.000;4.19;0.13;662
02:43:14.000;4.19;0.12;662
02:43:16.000;4.20;0.13;662
02:43:18.000;4.20;0.14;662
02:43:20.000;4.20;0.14;663
02:43:22.000;4.20;0.14;663
02:43:24.000;4.19;0.12;663
02:43:26.000;4.20;0.12;663
02:43:28.000;4.20;0.14;663
02:43:30.000;4.20;0.14;663
02:43:32.000;4.20;0.14;663
02:43:34.000;4.20;0.14;663
02:43:36.000;4.20;0.14;663
02:43:38.000;4.20;0.14;663
02:43:40.000;4.20;0.14;663
02:43:42.000;4.20;0.14;663
02:43:44.000;4.20;0.14;663
02:43:46.000;4.20;0.14;664
02:43:48.000;4.20;0.14;664
02:43:50.000;4.20;0.14;664
02:43:52.000;4.20;0.14;664
02:43:54.000;4.20;0.14;664
02:43:56.000;4.20;0.14;664
02:43:58.000;4.20;0.14;664
02:44:00.000;4.20;0.14;664
02:44:02.000;4.20;0.14;664
02:44:04.000;4.20;0.14;664
02:44:06.000;4.20;0.14;664
02:44:08.000;4.20;0.14;664
02:44:10.000;4.20;0.14;665
02:44:12.000;4.20;0.14;665
02:44:14.000;4.20;0.14;665
02:44:16.000;4.20;0.14;665
02:44:18.000;4.20;0.14;665
02:44:20.000;4.20;0.14;665
02:44:22.000;4.20;0.14;665
02:44:24.000;4.20;0.14;665
02:44:26.000;4.20;0.14;665
02:44:28.000;4.20;0.14;665
02:44:30.000;4.20;0.14;665
02:44:32.000;4.20;0.14;665
02:44:34.000;4.20;0.14;665
02:44:36.000;4.20;0.14;666
02:44:38.000;4.20;0.14;666
02:44:40.000;4.20;0.14;666
02:44:42.000;4.20;0.14;666
02:44:44.000;4.20;0.14;666
02:44:46.000;4.20;0.14;666
02:44:48.000;4.20;0.14;666
02:44:50.000;4.20;0.14;666
02:44:52.000;4.20;0.14;666
02:44:54.000;4.20;0.14;666
02:44:56.000;4.20;0.14;666
02:44:58.000;4.20;0.14;666
02:45:00.000;4.20;0.14;666
02:45:02.000;4.20;0.14;667
02:45:04.000;4.20;0.14;667
02:45:06.000;4.20;0.14;667
02:45:08.000;4.20;0.14;667
02:45:10.000;4.20;0.13;667
02:45:12.000;4.20;0.14;667
02:45:14.000;4.20;0.14;667
02:45:16.000;4.20;0.14;667
02:45:18.000;4.20;0.14;667
02:45:20.000;4.20;0.13;667
02:45:22.000;4.20;0.14;667
02:45:24.000;4.20;0.13;667
02:45:26.000;4.20;0.14;667
02:45:28.000;4.20;0.14;668
02:45:30.000;4.20;0.14;668
02:45:32.000;4.20;0.14;668
02:45:34.000;4.20;0.14;668
02:45:36.000;4.20;0.13;668
02:45:38.000;4.20;0.14;668
02:45:40.000;4.20;0.14;668
02:45:42.000;4.20;0.13;668
02:45:44.000;4.20;0.14;668
02:45:46.000;4.20;0.14;668
02:45:48.000;4.20;0.14;668
02:45:50.000;4.20;0.13;668
02:45:52.000;4.20;0.13;669
02:45:54.000;4.20;0.13;669
02:45:56.000;4.20;0.13;669
02:45:58.000;4.20;0.14;669
02:46:00.000;4.20;0.14;669
02:46:02.000;4.20;0.14;669
02:46:04.000;4.20;0.13;669
02:46:06.000;4.20;0.13;669
02:46:08.000;4.20;0.13;669
02:46:10.000;4.20;0.14;669
02:46:12.000;4.20;0.13;669
02:46:14.000;4.20;0.13;669
02:46:16.000;4.20;0.13;669
02:46:18.000;4.20;0.13;670
02:46:20.000;4.20;0.13;670
02:46:22.000;4.20;0.13;670
02:46:24.000;4.20;0.14;670
02:46:26.000;4.20;0.13;670
02:46:28.000;4.20;0.13;670
02:46:30.000;4.20;0.13;670
02:46:32.000;4.20;0.13;670
02:46:34.000;4.20;0.13;670
02:46:36.000;4.20;0.13;670
02:46:38.000;4.20;0.13;670
02:46:40.000;4.20;0.13;670
02:46:42.000;4.20;0.14;670
02:46:44.000;4.20;0.13;671
02:46:46.000;4.20;0.13;671
02:46:48.000;4.20;0.14;671
02:46:50.000;4.20;0.13;671
02:46:52.000;4.20;0.13;671
02:46:54.000;4.20;0.13;671
02:46:56.000;4.20;0.13;671
02:46:58.000;4.20;0.13;671
02:47:00.000;4.20;0.13;671
02:47:02.000;4.20;0.13;671
02:47:04.000;4.20;0.13;671
02:47:06.000;4.20;0.13;671
02:47:08.000;4.20;0.13;671
02:47:10.000;4.20;0.13;672
02:47:12.000;4.20;0.13;672
02:47:14.000;4.20;0.13;672
02:47:16.000;4.20;0.14;672
02:47:18.000;4.20;0.13;672
02:47:20.000;4.20;0.13;672
02:47:22.000;4.20;0.13;672
02:47:24.000;4.20;0.13;672
02:47:26.000;4.20;0.13;672
02:47:28.000;4.20;0.13;672
02:47:30.000;4.20;0.13;672
02:47:32.000;4.20;0.13;672
02:47:34.000;4.21;0.13;672
02:47:36.000;4.20;0.13;673
02:47:38.000;4.20;0.13;673
02:47:40.000;4.20;0.14;673
02:47:42.000;4.20;0.13;673
02:47:44.000;4.20;0.13;673
02:47:46.000;4.20;0.13;673
02:47:48.000;4.20;0.14;673
02:47:50.000;4.20;0.13;673
02:47:52.000;4.20;0.13;673
02:47:54.000;4.20;0.13;673
02:47:56.000;4.20;0.13;673
02:47:58.000;4.20;0.13;673
02:48:00.000;4.20;0.13;674
02:48:02.000;4.20;0.13;674
02:48:04.000;4.20;0.13;674
02:48:06.000;4.20;0.13;674
02:48:08.000;4.20;0.13;674
02:48:10.000;4.20;0.13;674
02:48:12.000;4.21;0.13;674
02:48:14.000;4.20;0.13;674
02:48:16.000;4.20;0.13;674
02:48:18.000;4.20;0.13;674
02:48:20.000;4.20;0.13;674
02:48:22.000;4.20;0.13;674
02:48:24.000;4.20;0.13;674
02:48:26.000;4.20;0.13;675
02:48:28.000;4.20;0.13;675
02:48:30.000;4.20;0.13;675
02:48:32.000;4.20;0.13;675
02:48:34.000;4.20;0.13;675
02:48:36.000;4.20;0.13;675
02:48:38.000;4.20;0.13;675
02:48:40.000;4.20;0.13;675
02:48:42.000;4.20;0.13;675
02:48:44.000;4.20;0.13;675
02:48:46.000;4.20;0.13;675
02:48:48.000;4.20;0.13;675
02:48:50.000;4.21;0.13;675
02:48:52.000;4.20;0.13;676
02:48:54.000;4.20;0.13;676
02:48:56.000;4.20;0.13;676
02:48:58.000;4.20;0.13;676
02:49:00.000;4.20;0.13;676
02:49:02.000;4.20;0.13;676
02:49:04.000;4.20;0.13;676
02:49:06.000;4.20;0.13;676
02:49:08.000;4.20;0.13;676
02:49:10.000;4.20;0.13;676
02:49:12.000;4.20;0.13;676
02:49:14.000;4.20;0.13;676
02:49:16.000;4.20;0.13;676
02:49:18.000;4.20;0.13;677
02:49:20.000;4.20;0.13;677
02:49:22.000;4.20;0.13;677
02:49:24.000;4.20;0.13;677
02:49:26.000;4.20;0.13;677
02:49:28.000;4.20;0.13;677
02:49:30.000;4.20;0.13;677
02:49:32.000;4.21;0.13;677
02:49:34.000;4.20;0.13;677
02:49:36.000;4.20;0.13;677
02:49:38.000;4.20;0.13;677
02:49:40.000;4.20;0.13;677
02:49:42.000;4.20;0.13;677
02:49:44.000;4.20;0.13;678
02:49:46.000;4.20;0.13;678
02:49:48.000;4.20;0.13;678
02:49:50.000;4.20;0.13;678
02:49:52.000;4.20;0.13;678
02:49:54.000;4.20;0.13;678
02:49:56.000;4.20;0.13;678
02:49:58.000;4.20;0.13;678
02:50:00.000;4.20;0.13;678
02:50:02.000;4.20;0.13;678
02:50:04.000;4.20;0.13;678
02:50:06.000;4.20;0.13;678
02:50:08.000;4.20;0.13;678
02:50:10.000;4.20;0.13;679
02:50:12.000;4.20;0.13;679
02:50:14.000;4.20;0.13;679
02:50:16.000;4.20;0.13;679
02:50:18.000;4.20;0.13;679
02:50:20.000;4.20;0.13;679
02:50:22.000;4.20;0.13;679
02:50:24.000;4.20;0.13;679
02:50:26.000;4.20;0.13;679
02:50:28.000;4.19;0.12;679
02:50:30.000;4.20;0.14;679
02:50:32.000;4.20;0.14;679
02:50:34.000;4.19;0.12;679
02:50:36.000;4.19;0.12;680
02:50:38.000;4.19;0.12;680
02:50:40.000;4.20;0.14;680
02:50:42.000;4.20;0.14;680
02:50:44.000;4.20;0.14;680
02:50:46.000;4.19;0.13;680
02:50:48.000;4.19;0.12;680
02:50:50.000;4.20;0.13;680
02:50:52.000;4.20;0.13;680
02:50:54.000;4.19;0.13;680
02:50:56.000;4.20;0.13;680
02:50:58.000;4.19;0.12;680
02:51:00.000;4.19;0.12;680
02:51:02.000;4.20;0.12;681
02:51:04.000;4.20;0.14;681
02:51:06.000;4.20;0.14;681
02:51:08.000;4.20;0.13;681
02:51:10.000;4.19;0.13;681
02:51:12.000;4.19;0.12;681
02:51:14.000;4.20;0.13;681
02:51:16.000;4.20;0.13;681
02:51:18.000;4.20;0.13;681
02:51:20.000;4.20;0.14;681
02:51:22.000;4.19;0.12;681
02:51:24.000;4.19;0.12;681
02:51:26.000;4.20;0.13;681
02:51:28.000;4.20;0.14;682
02:51:30.000;4.20;0.14;682
02:51:32.000;4.20;0.14;682
02:51:34.000;4.20;0.13;682
02:51:36.000;4.19;0.12;682
02:51:38.000;4.19;0.12;682
02:51:40.000;4.19;0.12;682
02:51:42.000;4.20;0.13;682
02:51:44.000;4.20;0.14;682
02:51:46.000;4.20;0.13;682
02:51:48.000;4.19;0.12;682
02:51:50.000;4.19;0.12;682
02:51:52.000;4.20;0.13;682
02:51:54.000;4.20;0.14;683
02:51:56.000;4.20;0.14;683
02:51:58.000;4.19;0.13;683
02:52:00.000;4.19;0.13;683
02:52:02.000;4.19;0.12;683
02:52:04.000;4.20;0.12;683
02:52:06.000;4.20;0.13;683
02:52:08.000;4.20;0.14;683
02:52:10.000;4.20;0.13;683
02:52:12.000;4.19;0.12;683
02:52:14.000;4.19;0.12;683
02:52:16.000;4.19;0.11;683
02:52:18.000;4.19;0.13;683
02:52:20.000;4.20;0.14;684
02:52:22.000;4.20;0.14;684
02:52:24.000;4.19;0.13;684
02:52:26.000;4.19;0.12;684
02:52:28.000;4.20;0.13;684
02:52:30.000;4.20;0.13;684
02:52:32.000;4.20;0.13;684
02:52:34.000;4.20;0.13;684
02:52:36.000;4.20;0.13;684
02:52:38.000;4.20;0.13;684
02:52:40.000;4.20;0.13;684
02:52:42.000;4.20;0.13;684
02:52:44.000;4.20;0.13;685
02:52:46.000;4.20;0.13;685
02:52:48.000;4.20;0.13;685
02:52:50.000;4.20;0.13;685
02:52:52.000;4.20;0.13;685
02:52:54.000;4.20;0.13;685
02:52:56.000;4.20;0.13;685
02:52:58.000;4.20;0.13;685
02:53:00.000;4.20;0.13;685
02:53:02.000;4.20;0.13;685
02:53:04.000;4.20;0.13;685
02:53:06.000;4.20;0.13;685
02:53:08.000;4.20;0.13;685
02:53:10.000;4.20;0.13;686
02:53:12.000;4.20;0.13;686
02:53:14.000;4.20;0.13;686
02:53:16.000;4.20;0.13;686
02:53:18.000;4.20;0.13;686
02:53:20.000;4.20;0.13;686
02:53:22.000;4.20;0.13;686
02:53:24.000;4.20;0.13;686
02:53:26.000;4.20;0.13;686
02:53:28.000;4.20;0.13;686
02:53:30.000;4.20;0.13;686
02:53:32.000;4.20;0.13;686
02:53:34.000;4.20;0.13;686
02:53:36.000;4.20;0.13;687
02:53:38.000;4.20;0.13;687
02:53:40.000;4.20;0.13;687
02:53:42.000;4.20;0.13;687
02:53:44.000;4.20;0.13;687
02:53:46.000;4.20;0.13;687
02:53:48.000;4.20;0.13;687
02:53:50.000;4.20;0.13;687
02:53:52.000;4.20;0.13;687
02:53:54.000;4.20;0.13;687
02:53:56.000;4.20;0.13;687
02:53:58.000;4.20;0.13;687
02:54:00.000;4.20;0.13;687
02:54:02.000;4.20;0.13;688
02:54:04.000;4.20;0.13;688
02:54:06.000;4.20;0.13;688
02:54:08.000;4.20;0.13;688
02:54:10.000;4.20;0.13;688
02:54:12.000;4.20;0.13;688
02:54:14.000;4.20;0.13;688
02:54:16.000;4.20;0.13;688
02:54:18.000;4.20;0.13;688
02:54:20.000;4.20;0.13;688
02:54:22.000;4.20;0.13;688
02:54:24.000;4.20;0.13;688
02:54:26.000;4.20;0.13;688
02:54:28.000;4.20;0.13;689
02:54:30.000;4.20;0.13;689
02:54:32.000;4.20;0.13;689
02:54:34.000;4.20;0.13;689
02:54:36.000;4.20;0.13;689
02:54:38.000;4.20;0.13;689
02:54:40.000;4.20;0.13;689
02:54:42.000;4.20;0.13;689
02:54:44.000;4.20;0.13;689
02:54:46.000;4.20;0.13;689
02:54:48.000;4.20;0.12;689
02:54:50.000;4.20;0.13;689
02:54:52.000;4.20;0.13;689
02:54:54.000;4.20;0.13;689
02:54:56.000;4.20;0.13;690
02:54:58.000;4.20;0.13;690
02:55:00.000;4.20;0.13;690
02:55:02.000;4.20;0.13;690
02:55:04.000;4.20;0.13;690
02:55:06.000;4.20;0.13;690
02:55:08.000;4.20;0.13;690
02:55:10.000;4.20;0.12;690
02:55:12.000;4.20;0.13;690
02:55:14.000;4.20;0.13;690
02:55:16.000;4.20;0.12;690
02:55:18.000;4.20;0.13;690
02:55:20.000;4.20;0.13;691
02:55:22.000;4.20;0.13;691
02:55:24.000;4.20;0.12;691
02:55:26.000;4.20;0.13;691
02:55:28.000;4.20;0.13;691
02:55:30.000;4.20;0.13;691
02:55:32.000;4.20;0.13;691
02:55:34.000;4.20;0.13;691
02:55:36.000;4.20;0.12;691
02:55:38.000;4.20;0.12;691
02:55:40.000;4.20;0.13;691
02:55:42.000;4.21;0.13;691
02:55:44.000;4.20;0.12;691
02:55:46.000;4.20;0.12;691
02:55:48.000;4.20;0.12;692
02:55:50.000;4.20;0.13;692
02:55:52.000;4.20;0.13;692
02:55:54.000;4.20;0.13;692
02:55:56.000;4.20;0.13;692
02:55:58.000;4.21;0.13;692
02:56:00.000;4.20;0.13;692
02:56:02.000;4.20;0.12;692
02:56:04.000;4.20;0.13;692
02:56:06.000;4.20;0.13;692
02:56:08.000;4.20;0.13;692
02:56:10.000;4.20;0.13;692
02:56:12.000;4.20;0.13;692
02:56:14.000;4.20;0.13;693
02:56:16.000;4.20;0.13;693
02:56:18.000;4.20;0.13;693
02:56:20.000;4.20;0.12;693
02:56:22.000;4.20;0.13;693
02:56:24.000;4.20;0.13;693
02:56:26.000;4.20;0.13;693
02:56:28.000;4.20;0.13;693
02:56:30.000;4.20;0.12;693
02:56:32.000;4.20;0.12;693
02:56:34.000;4.20;0.12;693
02:56:36.000;4.20;0.12;693
02:56:38.000;4.20;0.12;693
02:56:40.000;4.20;0.12;694
02:56:42.000;4.20;0.12;694
02:56:44.000;4.20;0.13;694
02:56:46.000;4.20;0.13;694
02:56:48.000;4.20;0.13;694
02:56:50.000;4.20;0.12;694
02:56:52.000;4.20;0.12;694
02:56:54.000;4.20;0.12;694
02:56:56.000;4.20;0.13;694
02:56:58.000;4.20;0.13;694
02:57:00.000;4.20;0.12;694
02:57:02.000;4.20;0.13;694
02:57:04.000;4.20;0.12;694
02:57:06.000;4.20;0.12;694
02:57:08.000;4.20;0.12;695
02:57:10.000;4.20;0.12;695
02:57:12.000;4.20;0.13;695
02:57:14.000;4.20;0.13;695
02:57:16.000;4.20;0.12;695
02:57:18.000;4.20;0.12;695
02:57:20.000;4.20;0.13;695
02:57:22.000;4.20;0.13;695
02:57:24.000;4.20;0.12;695
02:57:26.000;4.20;0.12;695
02:57:28.000;4.20;0.12;695
02:57:30.000;4.20;0.12;695
02:57:32.000;4.20;0.13;695
02:57:34.000;4.21;0.13;696
02:57:36.000;4.20;0.13;696
02:57:38.000;4.20;0.12;696
02:57:40.000;4.20;0.13;696
02:57:42.000;4.20;0.12;696
02:57:44.000;4.20;0.12;696
02:57:46.000;4.20;0.13;696
02:57:48.000;4.20;0.13;696
02:57:50.000;4.20;0.12;696
02:57:52.000;4.20;0.12;696
02:57:54.000;4.20;0.12;696
02:57:56.000;4.20;0.12;696
02:57:58.000;4.20;0.12;696
02:58:00.000;4.20;0.12;697
02:58:02.000;4.20;0.13;697
02:58:04.000;4.20;0.13;697
02:58:06.000;4.20;0.12;697
02:58:08.000;4.20;0.13;697
02:58:10.000;4.20;0.13;697
02:58:12.000;4.20;0.12;697
02:58:14.000;4.20;0.12;697
02:58:16.000;4.20;0.12;697
02:58:18.000;4.20;0.12;697
02:58:20.000;4.20;0.12;697
02:58:22.000;4.20;0.13;697
02:58:24.000;4.20;0.12;697
02:58:26.000;4.20;0.13;697
02:58:28.000;4.20;0.13;698
02:58:30.000;4.20;0.13;698
02:58:32.000;4.20;0.13;698
02:58:34.000;4.20;0.12;698
02:58:36.000;4.20;0.12;698
02:58:38.000;4.20;0.12;698
02:58:40.000;4.20;0.12;698
02:58:42.000;4.20;0.12;698
02:58:44.000;4.21;0.12;698
02:58:46.000;4.20;0.12;698
02:58:48.000;4.20;0.12;698
02:58:50.000;4.20;0.12;698
02:58:52.000;4.20;0.12;698
02:58:54.000;4.20;0.12;699
02:58:56.000;4.20;0.12;699
02:58:58.000;4.20;0.12;699
02:59:00.000;4.20;0.12;699
02:59:02.000;4.19;0.12;699
02:59:04.000;4.19;0.12;699
02:59:06.000;4.19;0.11;699
02:59:08.000;4.19;0.12;699
02:59:10.000;4.20;0.13;699
02:59:12.000;4.20;0.13;699
02:59:14.000;4.20;0.13;699
02:59:16.000;4.20;0.13;699
02:59:18.000;4.21;0.13;699
02:59:20.000;4.20;0.13;699
02:59:22.000;4.21;0.13;700
02:59:24.000;4.20;0.13;700
02:59:26.000;4.20;0.13;700
02:59:28.000;4.20;0.13;700
02:59:30.000;4.20;0.13;700
02:59:32.000;4.20;0.14;700
02:59:34.000;4.20;0.13;700
02:59:36.000;4.20;0.13;700
02:59:38.000;4.20;0.13;700
02:59:40.000;4.20;0.12;700
02:59:42.000;4.20;0.14;700
02:59:44.000;4.20;0.13;700
02:59:46.000;4.20;0.14;701
02:59:48.000;4.20;0.13;701
02:59:50.000;4.19;0.12;701
02:59:52.000;4.19;0.12;701
