iCharger106B;Outlet
Time [hh:mm:ss.SSS];Voltage [V];Current [A];Capacity [mAh]
01:20:26.000;4.20;0.22;421
01:20:28.000;4.20;0.22;421
01:20:30.000;4.20;0.22;422
01:20:32.000;4.20;0.22;422
01:20:34.000;4.20;0.22;422
01:20:36.000;4.20;0.22;422
01:20:38.000;4.20;0.22;422
01:20:40.000;4.20;0.22;422
01:20:42.000;4.20;0.22;422
01:20:44.000;4.20;0.22;422
01:20:46.000;4.20;0.22;423
01:20:48.000;4.20;0.22;423
01:20:50.000;4.20;0.22;423
01:20:52.000;4.20;0.22;423
01:20:54.000;4.20;0.22;423
01:20:56.000;4.20;0.22;423
01:20:58.000;4.20;0.22;423
01:21:00.000;4.20;0.22;423
01:21:02.000;4.20;0.22;424
01:21:04.000;4.20;0.22;424
01:21:06.000;4.20;0.22;424
01:21:08.000;4.20;0.22;424
01:21:10.000;4.20;0.22;424
01:21:12.000;4.20;0.22;424
01:21:14.000;4.20;0.22;424
01:21:16.000;4.20;0.22;424
01:21:18.000;4.20;0.22;425
01:21:20.000;4.20;0.22;425
01:21:22.000;4.20;0.22;425
01:21:24.000;4.20;0.22;425
01:21:26.000;4.20;0.22;425
01:21:28.000;4.20;0.22;425
01:21:30.000;4.20;0.22;425
01:21:32.000;4.20;0.22;425
01:21:34.000;4.20;0.22;425
01:21:36.000;4.20;0.22;426
01:21:38.000;4.20;0.22;426
01:21:40.000;4.20;0.22;426
01:21:42.000;4.20;0.22;426
01:21:44.000;4.20;0.22;426
01:21:46.000;4.20;0.22;426
01:21:48.000;4.20;0.22;426
01:21:50.000;4.20;0.22;426
01:21:52.000;4.20;0.22;427
01:21:54.000;4.20;0.22;427
01:21:56.000;4.20;0.22;427
01:21:58.000;4.20;0.22;427
01:22:00.000;4.20;0.22;427
01:22:02.000;4.20;0.22;427
01:22:04.000;4.20;0.22;427
01:22:06.000;4.20;0.22;427
01:22:08.000;4.20;0.22;428
01:22:10.000;4.20;0.22;428
01:22:12.000;4.20;0.22;428
01:22:14.000;4.20;0.21;428
01:22:16.000;4.20;0.21;428
01:22:18.000;4.20;0.21;428
01:22:20.000;4.20;0.21;428
01:22:22.000;4.20;0.21;428
01:22:24.000;4.20;0.22;429
01:22:26.000;4.20;0.22;429
01:22:28.000;4.20;0.21;429
01:22:30.000;4.20;0.22;429
01:22:32.000;4.20;0.21;429
01:22:34.000;4.20;0.22;429
01:22:36.000;4.20;0.21;429
01:22:38.000;4.20;0.21;429
01:22:40.000;4.20;0.21;430
01:22:42.000;4.20;0.21;430
01:22:44.000;4.20;0.21;430
01:22:46.000;4.20;0.21;430
01:22:48.000;4.20;0.21;430
01:22:50.000;4.20;0.22;430
01:22:52.000;4.20;0.22;430
01:22:54.000;4.20;0.22;430
01:22:56.000;4.20;0.22;431
01:22:58.000;4.20;0.22;431
01:23:00.000;4.20;0.22;431
01:23:02.000;4.20;0.22;431
01:23:04.000;4.20;0.22;431
01:23:06.000;4.20;0.21;431
01:23:08.000;4.20;0.22;431
01:23:10.000;4.20;0.22;431
01:23:12.000;4.20;0.22;432
01:23:14.000;4.20;0.22;432
01:23:16.000;4.20;0.22;432
01:23:18.000;4.20;0.22;432
01:23:20.000;4.20;0.22;432
01:23:22.000;4.20;0.21;432
01:23:24.000;4.20;0.21;432
01:23:26.000;4.20;0.21;432
01:23:28.000;4.20;0.21;432
01:23:30.000;4.20;0.21;433
01:23:32.000;4.20;0.21;433
01:23:34.000;4.20;0.21;433
01:23:36.000;4.20;0.21;433
01:23:38.000;4.20;0.21;433
01:23:40.000;4.20;0.21;433
01:23:42.000;4.20;0.21;433
01:23:44.000;4.20;0.21;433
01:23:46.000;4.20;0.21;434
01:23:48.000;4.20;0.21;434
01:23:50.000;4.20;0.21;434
01:23:52.000;4.20;0.21;434
01:23:54.000;4.20;0.21;434
01:23:56.000;4.20;0.21;434
01:23:58.000;4.20;0.21;434
01:24:00.000;4.20;0.21;435
01:24:02.000;4.20;0.21;435
01:24:04.000;4.20;0.21;435
01:24:06.000;4.20;0.21;435
01:24:08.000;4.20;0.21;435
01:24:10.000;4.20;0.21;435
01:24:12.000;4.20;0.21;435
01:24:14.000;4.20;0.21;435
01:24:16.000;4.20;0.21;435
01:24:18.000;4.20;0.21;436
01:24:20.000;4.20;0.21;436
01:24:22.000;4.20;0.21;436
01:24:24.000;4.20;0.21;436
01:24:26.000;4.20;0.21;436
01:24:28.000;4.20;0.21;436
01:24:30.000;4.20;0.21;436
01:24:32.000;4.20;0.21;436
01:24:34.000;4.20;0.21;437
01:24:36.000;4.20;0.21;437
01:24:38.000;4.20;0.21;437
01:24:40.000;4.20;0.21;437
01:24:42.000;4.20;0.21;437
01:24:44.000;4.20;0.21;437
01:24:46.000;4.20;0.21;437
01:24:48.000;4.20;0.21;437
01:24:50.000;4.20;0.21;437
01:24:52.000;4.20;0.21;438
01:24:54.000;4.20;0.21;438
01:24:56.000;4.20;0.21;438
01:24:58.000;4.20;0.21;438
01:25:00.000;4.20;0.21;438
01:25:02.000;4.20;0.21;438
01:25:04.000;4.20;0.21;438
01:25:06.000;4.20;0.21;438
01:25:08.000;4.20;0.21;439
01:25:10.000;4.20;0.21;439
01:25:12.000;4.20;0.21;439
01:25:14.000;4.20;0.21;439
01:25:16.000;4.20;0.21;439
01:25:18.000;4.20;0.21;439
01:25:20.000;4.20;0.21;439
01:25:22.000;4.20;0.21;439
01:25:24.000;4.20;0.21;440
01:25:26.000;4.20;0.21;440
01:25:28.000;4.20;0.21;440
01:25:30.000;4.20;0.21;440
01:25:32.000;4.20;0.21;440
01:25:34.000;4.20;0.21;440
01:25:36.000;4.20;0.21;440
01:25:38.000;4.20;0.21;440
01:25:40.000;4.20;0.21;440
01:25:42.000;4.20;0.21;441
01:25:44.000;4.20;0.21;441
01:25:46.000;4.20;0.21;441
01:25:48.000;4.20;0.21;441
01:25:50.000;4.20;0.21;441
01:25:52.000;4.20;0.21;441
01:25:54.000;4.20;0.21;441
01:25:56.000;4.20;0.21;441
01:25:58.000;4.20;0.21;442
01:26:00.000;4.20;0.21;442
01:26:02.000;4.20;0.21;442
01:26:04.000;4.20;0.21;442
01:26:06.000;4.20;0.21;442
01:26:08.000;4.20;0.21;442
01:26:10.000;4.20;0.21;442
01:26:12.000;4.20;0.21;442
01:26:14.000;4.20;0.21;443
01:26:16.000;4.20;0.21;443
01:26:18.000;4.20;0.21;443
01:26:20.000;4.20;0.21;443
01:26:22.000;4.20;0.21;443
01:26:24.000;4.20;0.21;443
01:26:26.000;4.20;0.21;443
01:26:28.000;4.20;0.21;443
01:26:30.000;4.20;0.21;443
01:26:32.000;4.20;0.21;444
01:26:34.000;4.20;0.21;444
01:26:36.000;4.20;0.21;444
01:26:38.000;4.20;0.21;444
01:26:40.000;4.20;0.21;444
01:26:42.000;4.20;0.21;444
01:26:44.000;4.20;0.21;444
01:26:46.000;4.20;0.21;444
01:26:48.000;4.20;0.21;445
01:26:50.000;4.20;0.21;445
01:26:52.000;4.20;0.21;445
01:26:54.000;4.20;0.21;445
01:26:56.000;4.20;0.21;445
01:26:58.000;4.20;0.21;445
01:27:00.000;4.20;0.21;445
01:27:02.000;4.20;0.21;445
01:27:04.000;4.20;0.21;446
01:27:06.000;4.20;0.21;446
01:27:08.000;4.20;0.21;446
01:27:10.000;4.20;0.21;446
01:27:12.000;4.20;0.21;446
01:27:14.000;4.20;0.21;446
01:27:16.000;4.20;0.21;446
01:27:18.000;4.20;0.21;446
01:27:20.000;4.20;0.21;447
01:27:22.000;4.21;0.21;447
01:27:24.000;4.20;0.21;447
01:27:26.000;4.20;0.21;447
01:27:28.000;4.20;0.21;447
01:27:30.000;4.20;0.21;447
01:27:32.000;4.20;0.21;447
01:27:34.000;4.20;0.21;447
01:27:36.000;4.20;0.21;447
01:27:38.000;4.20;0.21;448
01:27:40.000;4.20;0.21;448
01:27:42.000;4.20;0.21;448
01:27:44.000;4.20;0.21;448
01:27:46.000;4.20;0.21;448
01:27:48.000;4.20;0.21;448
01:27:50.000;4.20;0.21;448
01:27:52.000;4.20;0.21;448
01:27:54.000;4.20;0.21;448
01:27:56.000;4.20;0.21;449
01:27:58.000;4.20;0.21;449
01:28:00.000;4.20;0.21;449
01:28:02.000;4.20;0.21;449
01:28:04.000;4.20;0.21;449
01:28:06.000;4.20;0.21;449
01:28:08.000;4.20;0.21;449
01:28:10.000;4.20;0.21;449
01:28:12.000;4.20;0.21;450
01:28:14.000;4.20;0.21;450
01:28:16.000;4.20;0.21;450
01:28:18.000;4.20;0.21;450
01:28:20.000;4.20;0.21;450
01:28:22.000;4.20;0.21;450
01:28:24.000;4.20;0.21;450
01:28:26.000;4.20;0.21;450
01:28:28.000;4.20;0.21;451
01:28:30.000;4.20;0.21;451
01:28:32.000;4.20;0.21;451
01:28:34.000;4.20;0.21;451
01:28:36.000;4.20;0.21;451
01:28:38.000;4.20;0.21;451
01:28:40.000;4.20;0.21;451
01:28:42.000;4.20;0.21;451
01:28:44.000;4.20;0.21;451
01:28:46.000;4.20;0.21;452
01:28:48.000;4.20;0.21;452
01:28:50.000;4.20;0.21;452
01:28:52.000;4.20;0.21;452
01:28:54.000;4.20;0.21;452
01:28:56.000;4.20;0.21;452
01:28:58.000;4.20;0.21;452
01:29:00.000;4.20;0.21;452
01:29:02.000;4.20;0.21;452
01:29:04.000;4.20;0.21;453
01:29:06.000;4.20;0.21;453
01:29:08.000;4.20;0.21;453
01:29:10.000;4.20;0.21;453
01:29:12.000;4.20;0.20;453
01:29:14.000;4.20;0.20;453
01:29:16.000;4.20;0.21;453
01:29:18.000;4.20;0.21;453
01:29:20.000;4.20;0.20;454
01:29:22.000;4.20;0.21;454
01:29:24.000;4.20;0.20;454
01:29:26.000;4.20;0.21;454
01:29:28.000;4.20;0.21;454
01:29:30.000;4.20;0.20;454
01:29:32.000;4.20;0.20;454
01:29:34.000;4.20;0.20;454
01:29:36.000;4.20;0.20;454
01:29:38.000;4.20;0.20;455
01:29:40.000;4.20;0.20;455
01:29:42.000;4.20;0.20;455
01:29:44.000;4.20;0.20;455
01:29:46.000;4.20;0.20;455
01:29:48.000;4.20;0.20;455
01:29:50.000;4.20;0.20;455
01:29:52.000;4.20;0.20;455
01:29:54.000;4.20;0.20;456
01:29:56.000;4.20;0.20;456
01:29:58.000;4.20;0.20;456
01:30:00.000;4.20;0.20;456
01:30:02.000;4.20;0.20;456
01:30:04.000;4.20;0.20;456
01:30:06.000;4.20;0.20;456
01:30:08.000;4.20;0.20;456
01:30:10.000;4.20;0.20;456
01:30:12.000;4.20;0.20;457
01:30:14.000;4.20;0.20;457
01:30:16.000;4.20;0.20;457
01:30:18.000;4.20;0.20;457
01:30:20.000;4.20;0.20;457
01:30:22.000;4.20;0.20;457
01:30:24.000;4.20;0.20;457
01:30:26.000;4.20;0.20;457
01:30:28.000;4.20;0.20;458
01:30:30.000;4.20;0.20;458
01:30:32.000;4.20;0.20;458
01:30:34.000;4.20;0.20;458
01:30:36.000;4.20;0.20;458
01:30:38.000;4.20;0.20;458
01:30:40.000;4.20;0.20;458
01:30:42.000;4.20;0.20;458
01:30:44.000;4.20;0.20;458
01:30:46.000;4.20;0.20;459
01:30:48.000;4.20;0.20;459
01:30:50.000;4.20;0.20;459
01:30:52.000;4.20;0.20;459
01:30:54.000;4.20;0.20;459
01:30:56.000;4.20;0.20;459
01:30:58.000;4.20;0.20;459
01:31:00.000;4.20;0.20;459
01:31:02.000;4.20;0.20;460
01:31:04.000;4.20;0.20;460
01:31:06.000;4.20;0.20;460
01:31:08.000;4.20;0.20;460
01:31:10.000;4.20;0.20;460
01:31:12.000;4.20;0.20;460
01:31:14.000;4.20;0.20;460
01:31:16.000;4.20;0.20;460
01:31:18.000;4.20;0.20;460
01:31:20.000;4.20;0.20;461
01:31:22.000;4.20;0.20;461
01:31:24.000;4.20;0.20;461
01:31:26.000;4.20;0.20;461
01:31:28.000;4.20;0.20;461
01:31:30.000;4.20;0.20;461
01:31:32.000;4.20;0.20;461
01:31:34.000;4.20;0.20;461
01:31:36.000;4.20;0.20;461
01:31:38.000;4.20;0.20;462
01:31:40.000;4.20;0.20;462
01:31:42.000;4.20;0.20;462
01:31:44.000;4.20;0.20;462
01:31:46.000;4.20;0.20;462
01:31:48.000;4.21;0.20;462
01:31:50.000;4.20;0.20;462
01:31:52.000;4.20;0.19;462
01:31:54.000;4.20;0.19;462
01:31:56.000;4.20;0.20;463
01:31:58.000;4.20;0.20;463
01:32:00.000;4.20;0.20;463
01:32:02.000;4.20;0.20;463
01:32:04.000;4.20;0.20;463
01:32:06.000;4.21;0.20;463
01:32:08.000;4.20;0.19;463
01:32:10.000;4.20;0.20;463
01:32:12.000;4.20;0.20;464
01:32:14.000;4.20;0.20;464
01:32:16.000;4.20;0.20;464
01:32:18.000;4.20;0.20;464
01:32:20.000;4.20;0.20;464
01:32:22.000;4.20;0.19;464
01:32:24.000;4.20;0.19;464
01:32:26.000;4.20;0.19;464
01:32:28.000;4.20;0.20;464
01:32:30.000;4.20;0.19;465
01:32:32.000;4.20;0.20;465
01:32:34.000;4.20;0.20;465
01:32:36.000;4.20;0.20;465
01:32:38.000;4.20;0.20;465
01:32:40.000;4.20;0.20;465
01:32:42.000;4.20;0.19;465
01:32:44.000;4.20;0.19;465
01:32:46.000;4.20;0.20;466
01:32:48.000;4.20;0.20;466
01:32:50.000;4.20;0.19;466
01:32:52.000;4.20;0.20;466
01:32:54.000;4.20;0.20;466
01:32:56.000;4.20;0.20;466
01:32:58.000;4.20;0.20;466
01:33:00.000;4.20;0.20;466
01:33:02.000;4.20;0.20;466
01:33:04.000;4.20;0.20;466
01:33:06.000;4.21;0.20;467
01:33:08.000;4.20;0.20;467
01:33:10.000;4.20;0.19;467
01:33:12.000;4.20;0.20;467
01:33:14.000;4.20;0.19;467
01:33:16.000;4.20;0.19;467
01:33:18.000;4.20;0.20;467
01:33:20.000;4.20;0.19;467
01:33:22.000;4.20;0.19;468
01:33:24.000;4.20;0.20;468
01:33:26.000;4.20;0.19;468
01:33:28.000;4.20;0.19;468
01:33:30.000;4.20;0.19;468
01:33:32.000;4.20;0.19;468
01:33:34.000;4.20;0.19;468
01:33:36.000;4.20;0.19;468
01:33:38.000;4.20;0.19;468
01:33:40.000;4.20;0.19;469
01:33:42.000;4.20;0.19;469
01:33:44.000;4.20;0.19;469
01:33:46.000;4.20;0.20;469
01:33:48.000;4.20;0.19;469
01:33:50.000;4.20;0.20;469
01:33:52.000;4.21;0.20;469
01:33:54.000;4.19;0.19;469
01:33:56.000;4.20;0.20;469
01:33:58.000;4.20;0.19;470
01:34:00.000;4.20;0.19;470
01:34:02.000;4.20;0.20;470
01:34:04.000;4.20;0.19;470
01:34:06.000;4.20;0.19;470
01:34:08.000;4.20;0.20;470
01:34:10.000;4.20;0.19;470
01:34:12.000;4.20;0.20;470
01:34:14.000;4.20;0.19;470
01:34:16.000;4.20;0.20;471
01:34:18.000;4.20;0.19;471
01:34:20.000;4.20;0.19;471
01:34:22.000;4.20;0.20;471
01:34:24.000;4.20;0.19;471
01:34:26.000;4.20;0.19;471
01:34:28.000;4.20;0.20;471
01:34:30.000;4.18;0.18;471
01:34:32.000;4.18;0.18;471
01:34:34.000;4.20;0.20;472
01:34:36.000;4.19;0.19;472
01:34:38.000;4.19;0.19;472
01:34:40.000;4.20;0.20;472
01:34:42.000;4.20;0.20;472
01:34:44.000;4.20;0.19;472
01:34:46.000;4.20;0.20;472
01:34:48.000;4.20;0.20;472
01:34:50.000;4.20;0.20;472
01:34:52.000;4.20;0.20;473
01:34:54.000;4.20;0.20;473
01:34:56.000;4.21;0.20;473
01:34:58.000;4.21;0.20;473
01:35:00.000;4.20;0.21;473
01:35:02.000;4.20;0.20;473
01:35:04.000;4.21;0.20;473
01:35:06.000;4.20;0.20;473
01:35:08.000;4.21;0.20;474
01:35:10.000;4.21;0.20;474
01:35:12.000;4.20;0.20;474
01:35:14.000;4.20;0.20;474
01:35:16.000;4.19;0.19;474
01:35:18.000;4.20;0.20;474
01:35:20.000;4.19;0.19;474
01:35:22.000;4.19;0.18;474
01:35:24.000;4.19;0.19;474
01:35:26.000;4.18;0.18;475
01:35:28.000;4.20;0.19;475
01:35:30.000;4.19;0.19;475
01:35:32.000;4.20;0.20;475
01:35:34.000;4.19;0.19;475
01:35:36.000;4.19;0.19;475
01:35:38.000;4.20;0.21;475
01:35:40.000;4.19;0.19;475
01:35:42.000;4.20;0.20;476
01:35:44.000;4.20;0.20;476
01:35:46.000;4.20;0.19;476
01:35:48.000;4.19;0.18;476
01:35:50.000;4.19;0.19;476
01:35:52.000;4.20;0.20;476
01:35:54.000;4.19;0.18;476
01:35:56.000;4.18;0.18;476
01:35:58.000;4.19;0.19;477
01:36:00.000;4.20;0.19;477
01:36:02.000;4.19;0.18;477
01:36:04.000;4.19;0.19;477
01:36:06.000;4.19;0.19;477
01:36:08.000;4.19;0.19;477
01:36:10.000;4.20;0.20;477
01:36:12.000;4.19;0.19;477
01:36:14.000;4.20;0.19;477
01:36:16.000;4.20;0.20;478
01:36:18.000;4.19;0.18;478
01:36:20.000;4.19;0.20;478
01:36:22.000;4.20;0.19;478
01:36:24.000;4.18;0.18;478
01:36:26.000;4.19;0.19;478
01:36:28.000;4.20;0.20;478
01:36:30.000;4.20;0.20;478
01:36:32.000;4.20;0.19;478
01:36:34.000;4.20;0.19;479
01:36:36.000;4.20;0.19;479
01:36:38.000;4.20;0.19;479
01:36:40.000;4.20;0.20;479
01:36:42.000;4.20;0.19;479
01:36:44.000;4.20;0.19;479
01:36:46.000;4.20;0.19;479
01:36:48.000;4.20;0.19;479
01:36:50.000;4.20;0.19;479
01:36:52.000;4.20;0.19;480
01:36:54.000;4.20;0.19;480
01:36:56.000;4.20;0.19;480
01:36:58.000;4.20;0.19;480
01:37:00.000;4.20;0.19;480
01:37:02.000;4.20;0.19;480
01:37:04.000;4.20;0.19;480
01:37:06.000;4.20;0.19;480
01:37:08.000;4.20;0.20;480
01:37:10.000;4.20;0.19;481
01:37:12.000;4.20;0.19;481
01:37:14.000;4.20;0.19;481
01:37:16.000;4.20;0.19;481
01:37:18.000;4.20;0.19;481
01:37:20.000;4.20;0.19;481
01:37:22.000;4.20;0.19;481
01:37:24.000;4.20;0.19;481
01:37:26.000;4.20;0.19;481
01:37:28.000;4.20;0.19;482
01:37:30.000;4.20;0.19;482
01:37:32.000;4.20;0.19;482
01:37:34.000;4.20;0.19;482
01:37:36.000;4.20;0.19;482
01:37:38.000;4.20;0.19;482
01:37:40.000;4.20;0.19;482
01:37:42.000;4.20;0.19;482
01:37:44.000;4.20;0.19;482
01:37:46.000;4.20;0.19;483
01:37:48.000;4.20;0.19;483
01:37:50.000;4.20;0.19;483
01:37:52.000;4.20;0.19;483
01:37:54.000;4.20;0.19;483
01:37:56.000;4.20;0.19;483
01:37:58.000;4.20;0.19;483
01:38:00.000;4.20;0.19;483
01:38:02.000;4.20;0.19;483
01:38:04.000;4.20;0.19;484
01:38:06.000;4.20;0.19;484
01:38:08.000;4.20;0.19;484
01:38:10.000;4.20;0.19;484
01:38:12.000;4.20;0.19;484
01:38:14.000;4.20;0.19;484
01:38:16.000;4.20;0.19;484
01:38:18.000;4.20;0.19;484
01:38:20.000;4.20;0.19;484
01:38:22.000;4.20;0.19;484
01:38:24.000;4.20;0.19;485
01:38:26.000;4.20;0.19;485
01:38:28.000;4.20;0.19;485
01:38:30.000;4.20;0.19;485
01:38:32.000;4.20;0.19;485
01:38:34.000;4.20;0.19;485
01:38:36.000;4.20;0.19;485
01:38:38.000;4.20;0.19;485
01:38:40.000;4.20;0.19;485
01:38:42.000;4.20;0.19;486
01:38:44.000;4.20;0.19;486
01:38:46.000;4.20;0.19;486
01:38:48.000;4.20;0.19;486
01:38:50.000;4.20;0.19;486
01:38:52.000;4.20;0.19;486
01:38:54.000;4.20;0.20;486
01:38:56.000;4.20;0.19;486
01:38:58.000;4.20;0.19;486
01:39:00.000;4.20;0.19;487
01:39:02.000;4.20;0.19;487
01:39:04.000;4.20;0.19;487
01:39:06.000;4.20;0.19;487
01:39:08.000;4.20;0.19;487
01:39:10.000;4.20;0.19;487
01:39:12.000;4.20;0.19;487
01:39:14.000;4.20;0.19;487
01:39:16.000;4.20;0.19;487
01:39:18.000;4.20;0.19;488
01:39:20.000;4.20;0.19;488
01:39:22.000;4.20;0.19;488
01:39:24.000;4.20;0.19;488
01:39:26.000;4.20;0.19;488
01:39:28.000;4.20;0.19;488
01:39:30.000;4.20;0.19;488
01:39:32.000;4.20;0.19;488
01:39:34.000;4.20;0.19;488
01:39:36.000;4.20;0.19;488
01:39:38.000;4.20;0.19;489
01:39:40.000;4.20;0.19;489
01:39:42.000;4.20;0.19;489
01:39:44.000;4.20;0.19;489
01:39:46.000;4.20;0.19;489
01:39:48.000;4.20;0.19;489
01:39:50.000;4.20;0.19;489
01:39:52.000;4.20;0.19;489
01:39:54.000;4.20;0.19;489
01:39:56.000;4.20;0.19;490
01:39:58.000;4.20;0.19;490
01:40:00.000;4.20;0.19;490
01:40:02.000;4.20;0.19;490
01:40:04.000;4.20;0.19;490
01:40:06.000;4.20;0.19;490
01:40:08.000;4.20;0.19;490
01:40:10.000;4.20;0.19;490
01:40:12.000;4.20;0.19;490
01:40:14.000;4.20;0.19;490
01:40:16.000;4.20;0.19;491
01:40:18.000;4.20;0.19;491
01:40:20.000;4.20;0.18;491
01:40:22.000;4.20;0.19;491
01:40:24.000;4.20;0.18;491
01:40:26.000;4.20;0.19;491
01:40:28.000;4.20;0.18;491
01:40:30.000;4.20;0.18;491
01:40:32.000;4.20;0.18;491
01:40:34.000;4.20;0.18;492
01:40:36.000;4.20;0.18;492
01:40:38.000;4.20;0.18;492
01:40:40.000;4.20;0.19;492
01:40:42.000;4.20;0.18;492
01:40:44.000;4.20;0.19;492
01:40:46.000;4.20;0.18;492
01:40:48.000;4.20;0.18;492
01:40:50.000;4.20;0.18;492
01:40:52.000;4.20;0.18;492
01:40:54.000;4.20;0.18;493
01:40:56.000;4.20;0.18;493
01:40:58.000;4.20;0.18;493
01:41:00.000;4.20;0.18;493
01:41:02.000;4.20;0.18;493
01:41:04.000;4.20;0.18;493
01:41:06.000;4.20;0.18;493
01:41:08.000;4.20;0.19;493
01:41:10.000;4.20;0.18;493
01:41:12.000;4.20;0.18;494
01:41:14.000;4.20;0.18;494
01:41:16.000;4.20;0.18;494
01:41:18.000;4.20;0.18;494
01:41:20.000;4.20;0.18;494
01:41:22.000;4.20;0.18;494
01:41:24.000;4.20;0.18;494
01:41:26.000;4.20;0.18;494
01:41:28.000;4.20;0.18;494
01:41:30.000;4.20;0.18;494
01:41:32.000;4.20;0.18;495
01:41:34.000;4.20;0.18;495
01:41:36.000;4.20;0.18;495
01:41:38.000;4.20;0.18;495
01:41:40.000;4.20;0.18;495
01:41:42.000;4.20;0.18;495
01:41:44.000;4.20;0.18;495
01:41:46.000;4.20;0.18;495
01:41:48.000;4.20;0.18;495
01:41:50.000;4.20;0.18;496
01:41:52.000;4.20;0.18;496
01:41:54.000;4.20;0.18;496
01:41:56.000;4.20;0.18;496
01:41:58.000;4.20;0.18;496
01:42:00.000;4.20;0.18;496
01:42:02.000;4.20;0.18;496
01:42:04.000;4.20;0.18;496
01:42:06.000;4.20;0.18;496
01:42:08.000;4.20;0.18;496
01:42:10.000;4.20;0.18;497
01:42:12.000;4.20;0.18;497
01:42:14.000;4.20;0.18;497
01:42:16.000;4.20;0.18;497
01:42:18.000;4.20;0.18;497
01:42:20.000;4.20;0.18;497
01:42:22.000;4.20;0.18;497
01:42:24.000;4.20;0.18;497
01:42:26.000;4.20;0.18;497
01:42:28.000;4.20;0.18;498
01:42:30.000;4.20;0.18;498
01:42:32.000;4.20;0.18;498
01:42:34.000;4.20;0.18;498
01:42:36.000;4.20;0.18;498
01:42:38.000;4.20;0.18;498
01:42:40.000;4.20;0.18;498
01:42:42.000;4.20;0.18;498
01:42:44.000;4.20;0.18;498
01:42:46.000;4.20;0.18;498
01:42:48.000;4.20;0.18;499
01:42:50.000;4.20;0.18;499
01:42:52.000;4.20;0.18;499
01:42:54.000;4.20;0.18;499
01:42:56.000;4.20;0.18;499
01:42:58.000;4.20;0.18;499
01:43:00.000;4.20;0.18;499
01:43:02.000;4.20;0.18;499
01:43:04.000;4.20;0.18;499
01:43:06.000;4.20;0.18;500
01:43:08.000;4.20;0.18;500
01:43:10.000;4.20;0.18;500
01:43:12.000;4.20;0.18;500
01:43:14.000;4.20;0.18;500
01:43:16.000;4.20;0.18;500
01:43:18.000;4.20;0.18;500
01:43:20.000;4.20;0.18;500
01:43:22.000;4.20;0.18;500
01:43:24.000;4.20;0.18;501
01:43:26.000;4.20;0.18;501
01:43:28.000;4.20;0.18;501
01:43:30.000;4.20;0.18;501
01:43:32.000;4.20;0.18;501
01:43:34.000;4.20;0.18;501
01:43:36.000;4.20;0.18;501
01:43:38.000;4.20;0.18;501
01:43:40.000;4.20;0.18;501
01:43:42.000;4.20;0.18;501
01:43:44.000;4.20;0.18;502
01:43:46.000;4.20;0.18;502
01:43:48.000;4.20;0.18;502
01:43:50.000;4.20;0.18;502
01:43:52.000;4.20;0.18;502
01:43:54.000;4.20;0.18;502
01:43:56.000;4.20;0.18;502
01:43:58.000;4.20;0.18;502
01:44:00.000;4.20;0.18;502
01:44:02.000;4.20;0.18;502
01:44:04.000;4.20;0.18;503
01:44:06.000;4.20;0.18;503
01:44:08.000;4.20;0.18;503
01:44:10.000;4.20;0.18;503
01:44:12.000;4.20;0.18;503
01:44:14.000;4.20;0.18;503
01:44:16.000;4.20;0.18;503
01:44:18.000;4.20;0.18;503
01:44:20.000;4.20;0.18;503
01:44:22.000;4.20;0.18;503
01:44:24.000;4.20;0.18;504
01:44:26.000;4.20;0.18;504
01:44:28.000;4.20;0.18;504
01:44:30.000;4.20;0.18;504
01:44:32.000;4.20;0.18;504
01:44:34.000;4.20;0.18;504
01:44:36.000;4.20;0.18;504
01:44:38.000;4.20;0.18;504
01:44:40.000;4.20;0.18;504
01:44:42.000;4.20;0.18;505
01:44:44.000;4.20;0.18;505
01:44:46.000;4.20;0.18;505
01:44:48.000;4.20;0.18;505
01:44:50.000;4.20;0.18;505
01:44:52.000;4.20;0.18;505
01:44:54.000;4.20;0.18;505
01:44:56.000;4.20;0.18;505
01:44:58.000;4.20;0.18;505
01:45:00.000;4.20;0.18;505
01:45:02.000;4.20;0.18;506
01:45:04.000;4.20;0.18;506
01:45:06.000;4.20;0.18;506
01:45:08.000;4.20;0.18;506
01:45:10.000;4.20;0.18;506
01:45:12.000;4.20;0.18;506
01:45:14.000;4.20;0.18;506
01:45:16.000;4.20;0.18;506
01:45:18.000;4.20;0.18;506
01:45:20.000;4.20;0.18;506
01:45:22.000;4.20;0.18;507
01:45:24.000;4.20;0.18;507
01:45:26.000;4.20;0.18;507
01:45:28.000;4.20;0.18;507
01:45:30.000;4.20;0.18;507
01:45:32.000;4.20;0.18;507
01:45:34.000;4.20;0.18;507
01:45:36.000;4.20;0.18;507
01:45:38.000;4.20;0.18;507
01:45:40.000;4.20;0.18;508
01:45:42.000;4.20;0.18;508
01:45:44.000;4.20;0.18;508
01:45:46.000;4.20;0.18;508
01:45:48.000;4.20;0.18;508
01:45:50.000;4.20;0.18;508
01:45:52.000;4.20;0.18;508
01:45:54.000;4.20;0.18;508
01:45:56.000;4.20;0.18;508
01:45:58.000;4.20;0.18;508
01:46:00.000;4.20;0.18;509
01:46:02.000;4.20;0.18;509
01:46:04.000;4.20;0.18;509
01:46:06.000;4.20;0.18;509
01:46:08.000;4.20;0.18;509
01:46:10.000;4.20;0.18;509
01:46:12.000;4.20;0.18;509
01:46:14.000;4.20;0.18;509
