date;system_time;cycle_time;data starting; cycle; empty; provided voltage; voltage (mV); current (cA); battery1; battery2; battery3; battery4; battery5; battery6; unknown0; unknown1; capacity (mAh); unknown2
2025-10-22; 16:46:16;2:55:28.895277;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;381;39
2025-10-22; 16:46:18;2:55:30.905796;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;381;33
2025-10-22; 16:46:20;2:55:32.842286;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;381;33
2025-10-22; 16:46:22;2:55:34.852680;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:24;2:55:36.862811;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;381;32
2025-10-22; 16:46:26;2:55:38.801413;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:28;2:55:40.911469;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:46:30;2:55:42.922247;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;382;34
2025-10-22; 16:46:32;2:55:44.851387;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:46:34;2:55:46.861127;$1;1;;12000;4197;9;0;0;0;0;0;0;366;1;382;37
2025-10-22; 16:46:36;2:55:48.870671;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;382;35
2025-10-22; 16:46:38;2:55:50.812909;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;382;36
2025-10-22; 16:46:40;2:55:52.822748;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:46:42;2:55:54.933810;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;382;34
2025-10-22; 16:46:44;2:55:56.862573;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;382;35
2025-10-22; 16:46:46;2:55:58.872353;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;382;35
2025-10-22; 16:46:48;2:56:00.882645;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:46:50;2:56:02.826990;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;382;34
2025-10-22; 16:46:52;2:56:04.838019;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:46:54;2:56:06.848178;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:46:56;2:56:08.883489;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;382;35
2025-10-22; 16:46:58;2:56:10.893258;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:47:00;2:56:12.847605;$1;1;;12000;4197;8;0;0;0;0;0;0;366;1;382;36
2025-10-22; 16:47:02;2:56:14.857232;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:47:04;2:56:16.867834;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:47:06;2:56:18.812241;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;382;37
2025-10-22; 16:47:08;2:56:20.821749;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:10;2:56:22.932092;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;383;35
2025-10-22; 16:47:12;2:56:24.870860;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:14;2:56:26.880799;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:16;2:56:28.833995;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:18;2:56:30.843785;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:20;2:56:32.854199;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;383;37
2025-10-22; 16:47:22;2:56:34.791094;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:24;2:56:36.901493;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;383;35
2025-10-22; 16:47:26;2:56:38.854406;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:28;2:56:40.864136;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:30;2:56:42.873894;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:32;2:56:44.816526;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:34;2:56:46.826384;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:36;2:56:48.836064;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:38;2:56:50.874002;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:40;2:56:52.884053;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;383;35
2025-10-22; 16:47:42;2:56:54.894424;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:44;2:56:56.826703;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
