date;system_time;cycle_time;battery_state;voltage[V];current[mA];capacity[mAh]
2025-10-25; 02:01:02;0:00:36.035289;charging;4.197;0.17;35
2025-10-25; 02:01:02;0:00:36.140498;charging;4.202;0.17;35
2025-10-25; 02:01:02;0:00:36.255842;charging;4.203;0.17;35
2025-10-25; 02:01:02;0:00:36.361045;charging;4.205;0.17;35
2025-10-25; 02:01:02;0:00:36.466404;charging;4.197;0.17;35
2025-10-25; 02:01:02;0:00:36.569298;charging;4.197;0.17;35
2025-10-25; 02:01:02;0:00:36.674423;charging;4.203;0.17;35
2025-10-25; 02:01:02;0:00:36.779377;charging;4.197;0.17;35
2025-10-25; 02:01:02;0:00:36.885518;charging;4.202;0.17;36
2025-10-25; 02:01:03;0:00:36.988927;charging;4.202;0.17;36
2025-10-25; 02:01:03;0:00:37.095511;charging;4.205;0.17;36
2025-10-25; 02:01:03;0:00:37.199587;charging;4.196;0.17;36
2025-10-25; 02:01:03;0:00:37.304619;charging;4.197;0.17;36
2025-10-25; 02:01:03;0:00:37.408194;charging;4.197;0.17;36
2025-10-25; 02:01:03;0:00:37.516117;charging;4.197;0.17;36
2025-10-25; 02:01:03;0:00:37.622948;charging;4.199;0.17;36
2025-10-25; 02:01:03;0:00:37.728070;charging;4.197;0.17;36
2025-10-25; 02:01:03;0:00:37.838171;charging;4.203;0.17;36
2025-10-25; 02:01:04;0:00:37.953993;charging;4.197;0.17;37
2025-10-25; 02:01:04;0:00:38.060128;charging;4.201;0.17;37
2025-10-25; 02:01:04;0:00:38.168984;charging;4.196;0.17;37
2025-10-25; 02:01:04;0:00:38.278918;charging;4.196;0.17;37
2025-10-25; 02:01:04;0:00:38.397174;charging;4.197;0.17;37
2025-10-25; 02:01:04;0:00:38.508293;charging;4.197;0.17;37
2025-10-25; 02:01:04;0:00:38.613071;charging;4.196;0.17;37
2025-10-25; 02:01:04;0:00:38.743724;charging;4.201;0.17;37
2025-10-25; 02:01:04;0:00:38.848302;charging;4.197;0.17;37
2025-10-25; 02:01:05;0:00:38.970906;charging;4.199;0.17;37
2025-10-25; 02:01:05;0:00:39.075690;charging;4.197;0.17;38
2025-10-25; 02:01:05;0:00:39.186203;charging;4.196;0.17;38
2025-10-25; 02:01:05;0:00:39.292344;charging;4.197;0.17;38
2025-10-25; 02:01:05;0:00:39.401760;charging;4.204;0.17;38
2025-10-25; 02:01:05;0:00:39.514151;charging;4.196;0.17;38
2025-10-25; 02:01:05;0:00:39.622812;charging;4.199;0.17;38
2025-10-25; 02:01:05;0:00:39.727211;charging;4.2;0.17;38
2025-10-25; 02:01:05;0:00:39.836873;charging;4.196;0.17;38
2025-10-25; 02:01:06;0:00:39.955218;charging;4.196;0.17;38
2025-10-25; 02:01:06;0:00:40.078872;charging;4.196;0.17;38
2025-10-25; 02:01:06;0:00:40.186198;charging;4.197;0.17;39
2025-10-25; 02:01:06;0:00:40.289667;charging;4.196;0.17;39
2025-10-25; 02:01:06;0:00:40.393373;charging;4.203;0.17;39
2025-10-25; 02:01:06;0:00:40.496942;charging;4.196;0.17;39
2025-10-25; 02:01:06;0:00:40.605119;charging;4.197;0.17;39
2025-10-25; 02:01:06;0:00:40.711862;charging;4.202;0.17;39
2025-10-25; 02:01:06;0:00:40.815035;charging;4.197;0.17;39
2025-10-25; 02:01:06;0:00:40.920459;charging;4.198;0.17;39
2025-10-25; 02:01:07;0:00:41.032774;charging;4.196;0.17;39
2025-10-25; 02:01:07;0:00:41.158251;charging;4.196;0.17;39
2025-10-25; 02:01:07;0:00:41.285802;charging;4.196;0.17;39
2025-10-25; 02:01:07;0:00:41.389628;charging;4.197;0.17;40
2025-10-25; 02:01:07;0:00:41.494255;charging;4.2;0.17;40
2025-10-25; 02:01:07;0:00:41.597601;charging;4.196;0.17;40
2025-10-25; 02:01:07;0:00:41.701350;charging;4.196;0.17;40
2025-10-25; 02:01:07;0:00:41.811764;charging;4.196;0.17;40
