Zeit [s],Input [V],Voltage accu [V],Current [A],Capacity [mAh],Power [W],Energy [Wh],Cell 1 [V],Cell 2 [V],Cell 3 [V],Cell 4 [V],Cell 5 [V],Cell 6 [V],Int. Temperatur [�C],Ext. Temperatur [�C]
0,11.873,7.129,0.52,0,3.707,0.002,0,0,0,0,0,0,32.8,0
2,11.846,7.164,0.6,0,4.298,0.004,0,0,0,0,0,0,32.8,0
4,11.853,7.182,0.59,0,4.237,0.007,0,0,0,0,0,0,32.8,0
6,11.846,7.189,0.59,1,4.242,0.009,0,0,0,0,0,0,33.2,0
8,11.846,7.206,0.6,1,4.324,0.012,0,0,0,0,0,0,33.5,0
10,11.853,7.206,0.59,1,4.252,0.014,0,0,0,0,0,0,33.7,0.1
12,11.853,7.206,0.59,2,4.252,0.016,0,0,0,0,0,0,33.7,0
14,11.853,7.211,0.59,2,4.254,0.019,0,0,0,0,0,0,33.7,0
16,11.859,7.214,0.59,2,4.256,0.021,0,0,0,0,0,0,33.7,0
18,11.853,7.219,0.59,3,4.259,0.023,0,0,0,0,0,0,33.7,0
20,11.853,7.222,0.59,3,4.261,0.026,0,0,0,0,0,0,34,0
22,11.846,7.222,0.59,3,4.261,0.028,0,0,0,0,0,0,34.2,0
24,11.846,7.222,0.59,4,4.261,0.03,0,0,0,0,0,0,34.4,0
26,11.846,7.222,0.59,4,4.261,0.033,0,0,0,0,0,0,34.7,0
28,11.846,7.228,0.6,4,4.337,0.035,0,0,0,0,0,0,34.7,0.1
30,11.846,7.233,0.59,5,4.267,0.038,0,0,0,0,0,0,34.7,0.1
32,11.846,7.232,0.59,5,4.267,0.04,0,0,0,0,0,0,34.7,0
34,11.846,7.237,0.59,5,4.27,0.042,0,0,0,0,0,0,34.7,0.1
36,11.853,7.236,0.59,6,4.269,0.045,0,0,0,0,0,0,34.7,0
38,11.846,7.245,0.6,6,4.347,0.047,0,0,0,0,0,0,34.7,0
40,11.853,7.241,0.59,6,4.272,0.05,0,0,0,0,0,0,34.7,0
42,11.846,7.241,0.6,7,4.345,0.052,0,0,0,0,0,0,34.9,0
44,11.846,7.241,0.6,7,4.345,0.054,0,0,0,0,0,0,34.9,0
46,11.846,7.237,0.59,7,4.27,0.057,0,0,0,0,0,0,35.1,0
48,11.853,7.245,0.59,8,4.275,0.059,0,0,0,0,0,0,35.4,0
50,11.853,7.245,0.6,8,4.347,0.062,0,0,0,0,0,0,35.4,0
52,11.846,7.249,0.59,8,4.277,0.064,0,0,0,0,0,0,35.6,0
54,11.846,7.258,0.6,9,4.355,0.066,0,0,0,0,0,0,35.6,0
56,11.853,7.255,0.59,9,4.28,0.069,0,0,0,0,0,0,35.6,0.1
58,11.846,7.255,0.6,9,4.353,0.071,0,0,0,0,0,0,35.6,0
60,11.846,7.256,0.6,10,4.354,0.074,0,0,0,0,0,0,35.6,0
62,11.853,7.252,0.59,10,4.279,0.076,0,0,0,0,0,0,35.6,0
64,11.853,7.258,0.59,10,4.282,0.078,0,0,0,0,0,0,35.6,0
66,11.853,7.26,0.59,11,4.283,0.081,0,0,0,0,0,0,35.6,0
68,11.853,7.259,0.59,11,4.283,0.083,0,0,0,0,0,0,35.6,0
70,11.853,7.267,0.59,11,4.288,0.085,0,0,0,0,0,0,35.6,0
72,11.846,7.264,0.59,12,4.286,0.088,0,0,0,0,0,0,35.6,0
74,11.853,7.263,0.59,12,4.285,0.09,0,0,0,0,0,0,35.9,0
76,11.846,7.264,0.59,12,4.286,0.093,0,0,0,0,0,0,35.9,0
78,11.846,7.267,0.6,13,4.36,0.095,0,0,0,0,0,0,36.1,0
80,11.853,7.267,0.6,13,4.36,0.097,0,0,0,0,0,0,36.3,0
82,11.846,7.268,0.59,13,4.288,0.1,0,0,0,0,0,0,36.3,0
84,11.846,7.268,0.59,14,4.288,0.102,0,0,0,0,0,0,36.3,0
86,11.853,7.273,0.59,14,4.291,0.105,0,0,0,0,0,0,36.3,0
88,11.853,7.269,0.59,14,4.289,0.107,0,0,0,0,0,0,36.6,0
90,11.853,7.274,0.59,15,4.292,0.109,0,0,0,0,0,0,36.6,0
92,11.846,7.276,0.59,15,4.293,0.112,0,0,0,0,0,0,36.6,0
94,11.853,7.277,0.59,15,4.293,0.114,0,0,0,0,0,0,36.6,0
96,11.846,7.277,0.6,16,4.366,0.117,0,0,0,0,0,0,36.6,0
98,11.846,7.277,0.59,16,4.293,0.119,0,0,0,0,0,0,36.6,0
100,11.846,7.283,0.6,17,4.37,0.121,0,0,0,0,0,0,36.6,0
102,11.846,7.283,0.6,17,4.37,0.124,0,0,0,0,0,0,36.6,0
104,11.859,7.281,0.59,17,4.296,0.126,0,0,0,0,0,0,36.6,0
106,11.853,7.281,0.59,17,4.296,0.129,0,0,0,0,0,0,36.6,0
108,11.846,7.283,0.59,18,4.297,0.131,0,0,0,0,0,0,36.6,0
110,11.853,7.283,0.59,18,4.297,0.133,0,0,0,0,0,0,36.6,0
112,11.846,7.284,0.59,18,4.298,0.136,0,0,0,0,0,0,36.6,0
114,11.853,7.286,0.59,19,4.299,0.138,0,0,0,0,0,0,36.6,0
116,11.846,7.291,0.6,19,4.375,0.141,0,0,0,0,0,0,36.6,0
118,11.846,7.289,0.59,19,4.301,0.143,0,0,0,0,0,0,36.6,0
120,11.853,7.296,0.59,20,4.305,0.145,0,0,0,0,0,0,36.6,0
122,11.846,7.292,0.59,20,4.302,0.148,0,0,0,0,0,0,36.6,0
124,11.846,7.299,0.59,20,4.306,0.15,0,0,0,0,0,0,36.6,0
126,11.859,7.298,0.6,21,4.379,0.153,0,0,0,0,0,0,36.6,0.1
128,11.853,7.298,0.59,21,4.306,0.155,0,0,0,0,0,0,36.8,0
130,11.853,7.299,0.59,21,4.306,0.157,0,0,0,0,0,0,37,0
132,11.853,7.299,0.61,22,4.452,0.16,0,0,0,0,0,0,37,0
134,11.846,7.303,0.59,22,4.309,0.162,0,0,0,0,0,0,37.3,0
136,11.853,7.301,0.59,22,4.308,0.165,0,0,0,0,0,0,37.3,0
138,11.853,7.301,0.59,23,4.308,0.167,0,0,0,0,0,0,37.3,0
140,11.846,7.301,0.59,23,4.308,0.169,0,0,0,0,0,0,37.3,0
142,11.846,7.303,0.59,23,4.309,0.172,0,0,0,0,0,0,37.5,0
144,11.853,7.306,0.59,24,4.311,0.174,0,0,0,0,0,0,37.3,0
146,11.853,7.306,0.59,24,4.311,0.177,0,0,0,0,0,0,37.3,0
148,11.866,7.305,0.6,24,4.383,0.179,0,0,0,0,0,0,37.5,0
150,11.846,7.304,0.59,25,4.309,0.181,0,0,0,0,0,0,37.5,0
152,11.853,7.306,0.6,25,4.384,0.184,0,0,0,0,0,0,37.5,0
154,11.853,7.31,0.6,25,4.386,0.186,0,0,0,0,0,0,37.5,0
156,11.853,7.308,0.59,26,4.312,0.189,0,0,0,0,0,0,37.5,0
158,11.853,7.309,0.59,26,4.312,0.191,0,0,0,0,0,0,37.5,0
160,11.846,7.314,0.59,26,4.315,0.193,0,0,0,0,0,0,37.5,0
162,11.853,7.319,0.59,27,4.318,0.196,0,0,0,0,0,0,37.5,0
164,11.853,7.316,0.59,27,4.316,0.198,0,0,0,0,0,0,37.5,0
166,11.853,7.322,0.59,27,4.32,0.201,0,0,0,0,0,0,37.5,0
168,11.859,7.32,0.6,28,4.392,0.203,0,0,0,0,0,0,37.5,0
170,11.853,7.319,0.59,28,4.318,0.205,0,0,0,0,0,0,37.5,0
172,11.853,7.322,0.59,28,4.32,0.208,0,0,0,0,0,0,37.5,0
174,11.853,7.321,0.59,29,4.319,0.21,0,0,0,0,0,0,37.5,0
176,11.846,7.327,0.6,29,4.396,0.213,0,0,0,0,0,0,37.5,0
178,11.846,7.325,0.59,29,4.322,0.215,0,0,0,0,0,0,37.5,0
180,11.853,7.325,0.59,30,4.322,0.217,0,0,0,0,0,0,37.5,0
182,11.853,7.325,0.59,30,4.322,0.22,0,0,0,0,0,0,37.5,0
184,11.846,7.326,0.6,30,4.396,0.222,0,0,0,0,0,0,37.5,0
186,11.853,7.33,0.59,31,4.325,0.225,0,0,0,0,0,0,37.5,0
188,11.859,7.329,0.6,31,4.397,0.227,0,0,0,0,0,0,37.5,0
190,11.853,7.328,0.59,31,4.324,0.23,0,0,0,0,0,0,37.5,0
192,11.853,7.328,0.59,32,4.324,0.232,0,0,0,0,0,0,37.5,0
194,11.853,7.33,0.59,32,4.325,0.234,0,0,0,0,0,0,37.5,0
196,11.853,7.33,0.59,32,4.325,0.237,0,0,0,0,0,0,37.5,0
198,11.853,7.334,0.59,33,4.327,0.239,0,0,0,0,0,0,37.5,0
200,11.846,7.333,0.6,33,4.4,0.242,0,0,0,0,0,0,37.5,0
202,11.859,7.332,0.59,33,4.326,0.244,0,0,0,0,0,0,37.5,0
204,11.859,7.332,0.59,34,4.326,0.246,0,0,0,0,0,0,37.5,0
206,11.859,7.337,0.59,34,4.329,0.249,0,0,0,0,0,0,37.5,0
208,11.846,7.344,0.6,34,4.406,0.251,0,0,0,0,0,0,37.5,0
210,11.859,7.343,0.6,35,4.406,0.254,0,0,0,0,0,0,37.5,0
212,11.859,7.342,0.6,35,4.405,0.256,0,0,0,0,0,0,37.7,0
214,11.853,7.342,0.59,35,4.332,0.259,0,0,0,0,0,0,37.7,0
216,11.853,7.345,0.59,36,4.334,0.261,0,0,0,0,0,0,37.7,0
218,11.853,7.344,0.59,36,4.333,0.263,0,0,0,0,0,0,38,0
220,11.853,7.35,0.59,37,4.336,0.266,0,0,0,0,0,0,38,0
222,11.859,7.348,0.59,37,4.335,0.268,0,0,0,0,0,0,38,0
224,11.846,7.348,0.59,37,4.335,0.271,0,0,0,0,0,0,38,0
226,11.859,7.348,0.59,38,4.335,0.273,0,0,0,0,0,0,38,0
228,11.853,7.348,0.59,38,4.335,0.275,0,0,0,0,0,0,38,0
230,11.846,7.349,0.6,38,4.409,0.278,0,0,0,0,0,0,38.2,0
232,11.846,7.346,0.59,39,4.334,0.28,0,0,0,0,0,0,38.2,0
234,11.853,7.353,0.59,39,4.338,0.283,0,0,0,0,0,0,38.2,0
236,11.846,7.359,0.59,39,4.342,0.285,0,0,0,0,0,0,38.2,0
238,11.859,7.357,0.59,40,4.341,0.288,0,0,0,0,0,0,38.2,0
240,11.853,7.36,0.59,40,4.342,0.29,0,0,0,0,0,0,38.2,0
242,11.853,7.353,0.59,40,4.338,0.292,0,0,0,0,0,0,38.2,0
244,11.853,7.359,0.59,41,4.342,0.295,0,0,0,0,0,0,38.5,0
246,11.846,7.36,0.6,41,4.416,0.297,0,0,0,0,0,0,38.2,0
248,11.846,7.36,0.59,41,4.342,0.3,0,0,0,0,0,0,38.5,0
250,11.853,7.366,0.6,42,4.42,0.302,0,0,0,0,0,0,38.5,0
252,11.846,7.363,0.6,42,4.418,0.305,0,0,0,0,0,0,38.5,0
254,11.853,7.361,0.59,42,4.343,0.307,0,0,0,0,0,0,38.5,0
256,11.853,7.36,0.59,43,4.342,0.309,0,0,0,0,0,0,38.5,0
258,11.846,7.362,0.59,43,4.344,0.312,0,0,0,0,0,0,38.5,0
260,11.853,7.366,0.59,43,4.346,0.314,0,0,0,0,0,0,38.5,0
262,11.859,7.367,0.6,44,4.42,0.317,0,0,0,0,0,0,38.5,0
264,11.853,7.367,0.59,44,4.347,0.319,0,0,0,0,0,0,38.5,0
266,11.853,7.368,0.6,44,4.421,0.322,0,0,0,0,0,0,38.5,0
268,11.853,7.368,0.6,45,4.421,0.324,0,0,0,0,0,0,38.5,0
270,11.853,7.373,0.59,45,4.35,0.326,0,0,0,0,0,0,38.5,0
272,11.846,7.372,0.6,45,4.423,0.329,0,0,0,0,0,0,38.5,0
274,11.846,7.371,0.59,46,4.349,0.331,0,0,0,0,0,0,38.5,0
276,11.859,7.371,0.59,46,4.349,0.334,0,0,0,0,0,0,38.5,0
278,11.846,7.372,0.59,46,4.349,0.336,0,0,0,0,0,0,38.5,0
280,11.853,7.381,0.59,47,4.355,0.339,0,0,0,0,0,0,38.5,0
282,11.846,7.376,0.59,47,4.352,0.341,0,0,0,0,0,0,38.5,0
284,11.853,7.383,0.59,47,4.356,0.343,0,0,0,0,0,0,38.5,0
286,11.859,7.382,0.6,48,4.429,0.346,0,0,0,0,0,0,38.5,0
288,11.853,7.376,0.59,48,4.352,0.348,0,0,0,0,0,0,38.5,0
290,11.853,7.383,0.6,48,4.43,0.351,0,0,0,0,0,0,38.5,0
292,11.853,7.384,0.59,49,4.357,0.353,0,0,0,0,0,0,38.5,0
294,11.853,7.384,0.59,49,4.357,0.356,0,0,0,0,0,0,38.5,0
296,11.846,7.387,0.6,49,4.432,0.358,0,0,0,0,0,0,38.5,0
298,11.846,7.386,0.59,50,4.358,0.36,0,0,0,0,0,0,38.5,0
300,11.853,7.386,0.59,50,4.358,0.363,0,0,0,0,0,0,38.5,0
302,11.859,7.385,0.59,50,4.357,0.365,0,0,0,0,0,0,38.5,0
304,11.853,7.385,0.59,51,4.357,0.368,0,0,0,0,0,0,38.5,0
306,11.853,7.387,0.59,51,4.358,0.37,0,0,0,0,0,0,38.5,0
308,11.859,7.389,0.6,51,4.433,0.373,0,0,0,0,0,0,38.5,0
310,11.859,7.388,0.6,52,4.433,0.375,0,0,0,0,0,0,38.5,0
312,11.853,7.388,0.59,52,4.359,0.377,0,0,0,0,0,0,38.5,0
314,11.853,7.391,0.59,52,4.361,0.38,0,0,0,0,0,0,38.5,0
316,11.853,7.391,0.6,53,4.435,0.382,0,0,0,0,0,0,38.5,0
318,11.853,7.39,0.59,53,4.36,0.385,0,0,0,0,0,0,38.5,0
320,11.853,7.39,0.59,53,4.36,0.387,0,0,0,0,0,0,38.5,0
322,11.853,7.396,0.6,54,4.438,0.39,0,0,0,0,0,0,38.5,0
324,11.859,7.394,0.59,54,4.362,0.392,0,0,0,0,0,0,38.5,0
326,11.846,7.394,0.59,54,4.362,0.395,0,0,0,0,0,0,38.5,0
328,11.859,7.394,0.59,55,4.362,0.397,0,0,0,0,0,0,38.5,0
330,11.853,7.395,0.6,55,4.437,0.399,0,0,0,0,0,0,38.5,0
332,11.853,7.395,0.59,55,4.363,0.402,0,0,0,0,0,0,38.5,0
334,11.859,7.396,0.59,56,4.364,0.404,0,0,0,0,0,0,38.5,0
336,11.853,7.404,0.6,56,4.442,0.407,0,0,0,0,0,0,38.5,0
338,11.853,7.392,0.59,56,4.361,0.409,0,0,0,0,0,0,38.5,0
340,11.853,7.4,0.59,57,4.366,0.412,0,0,0,0,0,0,38.5,0
342,11.853,7.406,0.59,57,4.37,0.414,0,0,0,0,0,0,38.7,0
344,11.859,7.406,0.6,57,4.444,0.416,0,0,0,0,0,0,38.7,0
346,11.853,7.405,0.59,58,4.369,0.419,0,0,0,0,0,0,38.7,0
348,11.853,7.407,0.59,58,4.37,0.421,0,0,0,0,0,0,38.7,0
350,11.853,7.407,0.59,58,4.37,0.424,0,0,0,0,0,0,38.5,0
352,11.853,7.412,0.59,59,4.373,0.426,0,0,0,0,0,0,38.9,0
354,11.846,7.41,0.59,59,4.372,0.429,0,0,0,0,0,0,38.7,0
356,11.853,7.41,0.59,59,4.372,0.431,0,0,0,0,0,0,38.9,0
358,11.859,7.41,0.59,60,4.372,0.433,0,0,0,0,0,0,38.9,0
360,11.853,7.411,0.6,60,4.447,0.436,0,0,0,0,0,0,38.9,0
362,11.853,7.411,0.59,60,4.372,0.438,0,0,0,0,0,0,39.2,0
364,11.859,7.41,0.59,61,4.372,0.441,0,0,0,0,0,0,39.2,0
366,11.853,7.411,0.6,61,4.447,0.443,0,0,0,0,0,0,38.9,0
368,11.853,7.414,0.59,61,4.374,0.446,0,0,0,0,0,0,38.9,0
370,11.853,7.414,0.59,62,4.374,0.448,0,0,0,0,0,0,39.2,0
372,11.859,7.413,0.6,62,4.448,0.451,0,0,0,0,0,0,38.9,0
374,11.859,7.419,0.59,62,4.377,0.453,0,0,0,0,0,0,39.2,0
376,11.853,7.418,0.59,63,4.377,0.455,0,0,0,0,0,0,39.2,0
378,11.853,7.414,0.59,63,4.374,0.458,0,0,0,0,0,0,39.2,0
380,11.853,7.414,0.59,63,4.374,0.46,0,0,0,0,0,0,39.2,0
382,11.853,7.416,0.59,64,4.375,0.463,0,0,0,0,0,0,39.2,0.1
384,11.846,7.42,0.6,64,4.452,0.465,0,0,0,0,0,0,39.2,0
386,11.846,7.421,0.6,64,4.453,0.468,0,0,0,0,0,0,39.2,0
388,11.846,7.422,0.59,65,4.379,0.47,0,0,0,0,0,0,39.4,0
390,11.859,7.422,0.59,65,4.379,0.473,0,0,0,0,0,0,39.2,0
392,11.846,7.422,0.6,65,4.453,0.475,0,0,0,0,0,0,39.2,0
394,11.859,7.422,0.59,66,4.379,0.477,0,0,0,0,0,0,39.4,0
396,11.859,7.425,0.59,66,4.381,0.48,0,0,0,0,0,0,39.4,0
398,11.853,7.424,0.6,66,4.454,0.482,0,0,0,0,0,0,39.4,0
400,11.853,7.424,0.59,67,4.38,0.485,0,0,0,0,0,0,39.4,0
402,11.853,7.426,0.6,67,4.456,0.487,0,0,0,0,0,0,39.4,0
404,11.859,7.429,0.6,67,4.457,0.49,0,0,0,0,0,0,39.4,0
406,11.859,7.428,0.6,68,4.457,0.492,0,0,0,0,0,0,39.4,0
408,11.853,7.427,0.59,68,4.382,0.495,0,0,0,0,0,0,39.4,0
410,11.853,7.428,0.59,68,4.383,0.497,0,0,0,0,0,0,39.4,0
412,11.853,7.43,0.59,69,4.384,0.5,0,0,0,0,0,0,39.4,0
414,11.859,7.428,0.59,69,4.383,0.502,0,0,0,0,0,0,39.4,0
416,11.859,7.43,0.59,69,4.384,0.504,0,0,0,0,0,0,39.4,0
418,11.853,7.429,0.59,70,4.383,0.507,0,0,0,0,0,0,39.4,0
420,11.853,7.43,0.59,70,4.384,0.509,0,0,0,0,0,0,39.4,0
422,11.853,7.433,0.59,70,4.385,0.512,0,0,0,0,0,0,39.4,0
424,11.853,7.433,0.59,71,4.385,0.514,0,0,0,0,0,0,39.4,0
426,11.853,7.433,0.6,71,4.46,0.517,0,0,0,0,0,0,39.4,0
428,11.846,7.433,0.59,71,4.385,0.519,0,0,0,0,0,0,39.4,0
430,11.859,7.433,0.59,72,4.385,0.522,0,0,0,0,0,0,39.4,0
432,11.853,7.434,0.6,72,4.46,0.524,0,0,0,0,0,0,39.4,0
434,11.859,7.433,0.59,72,4.385,0.526,0,0,0,0,0,0,39.4,0
436,11.859,7.434,0.59,73,4.386,0.529,0,0,0,0,0,0,39.4,0
438,11.853,7.438,0.59,73,4.388,0.531,0,0,0,0,0,0,39.4,0
440,11.853,7.438,0.59,73,4.388,0.534,0,0,0,0,0,0,39.4,0
442,11.853,7.438,0.59,74,4.388,0.536,0,0,0,0,0,0,39.4,0
444,11.853,7.443,0.6,74,4.466,0.539,0,0,0,0,0,0,39.4,0
446,11.859,7.438,0.6,74,4.463,0.541,0,0,0,0,0,0,39.4,0
448,11.853,7.438,0.59,75,4.388,0.544,0,0,0,0,0,0,39.4,0
450,11.853,7.439,0.59,75,4.389,0.546,0,0,0,0,0,0,39.4,0
452,11.853,7.445,0.6,75,4.467,0.548,0,0,0,0,0,0,39.4,0
454,11.853,7.441,0.59,76,4.39,0.551,0,0,0,0,0,0,39.4,0
456,11.853,7.444,0.6,76,4.466,0.553,0,0,0,0,0,0,39.4,0
458,11.859,7.445,0.59,76,4.393,0.556,0,0,0,0,0,0,39.4,0
460,11.859,7.445,0.59,77,4.393,0.558,0,0,0,0,0,0,39.4,0
462,11.846,7.446,0.6,77,4.468,0.561,0,0,0,0,0,0,39.4,0
464,11.859,7.447,0.59,77,4.394,0.563,0,0,0,0,0,0,39.4,0
466,11.859,7.447,0.59,78,4.394,0.566,0,0,0,0,0,0,39.4,0
468,11.859,7.447,0.59,78,4.394,0.568,0,0,0,0,0,0,39.4,0
470,11.846,7.447,0.6,78,4.468,0.571,0,0,0,0,0,0,39.4,0
472,11.853,7.447,0.59,79,4.394,0.573,0,0,0,0,0,0,39.4,0
474,11.859,7.447,0.59,79,4.394,0.575,0,0,0,0,0,0,39.4,0
476,11.859,7.447,0.59,79,4.394,0.578,0,0,0,0,0,0,39.4,0
478,11.853,7.452,0.6,80,4.471,0.58,0,0,0,0,0,0,39.4,0
480,11.853,7.453,0.59,80,4.397,0.583,0,0,0,0,0,0,39.4,0
482,11.853,7.453,0.59,80,4.397,0.585,0,0,0,0,0,0,39.4,0
484,11.853,7.453,0.6,81,4.472,0.588,0,0,0,0,0,0,39.4,0
486,11.859,7.451,0.6,81,4.471,0.59,0,0,0,0,0,0,39.4,0
488,11.853,7.45,0.59,81,4.396,0.593,0,0,0,0,0,0,39.4,0
490,11.853,7.453,0.59,82,4.397,0.595,0,0,0,0,0,0,39.4,0
492,11.853,7.453,0.6,82,4.472,0.598,0,0,0,0,0,0,39.4,0
494,11.859,7.451,0.59,82,4.396,0.6,0,0,0,0,0,0,39.4,0
496,11.853,7.453,0.59,83,4.397,0.602,0,0,0,0,0,0,39.4,0
498,11.853,7.452,0.59,83,4.397,0.605,0,0,0,0,0,0,39.4,0
500,11.859,7.453,0.6,83,4.472,0.607,0,0,0,0,0,0,39.4,0
502,11.853,7.453,0.59,84,4.397,0.61,0,0,0,0,0,0,39.4,0
504,11.859,7.457,0.59,84,4.4,0.612,0,0,0,0,0,0,39.4,0
506,11.853,7.456,0.6,84,4.474,0.615,0,0,0,0,0,0,39.4,0
508,11.859,7.455,0.59,85,4.398,0.617,0,0,0,0,0,0,39.4,0
510,11.859,7.455,0.59,85,4.398,0.62,0,0,0,0,0,0,39.4,0
512,11.859,7.456,0.59,85,4.399,0.622,0,0,0,0,0,0,39.4,0
514,11.853,7.456,0.6,86,4.474,0.625,0,0,0,0,0,0,39.4,0
516,11.853,7.457,0.6,86,4.474,0.627,0,0,0,0,0,0,39.4,0
518,11.859,7.457,0.59,86,4.4,0.63,0,0,0,0,0,0,39.4,0
520,11.859,7.457,0.59,87,4.4,0.632,0,0,0,0,0,0,39.4,0
522,11.853,7.457,0.6,87,4.474,0.634,0,0,0,0,0,0,39.4,0
524,11.859,7.467,0.59,87,4.406,0.637,0,0,0,0,0,0,39.4,0
526,11.866,7.461,0.59,88,4.402,0.639,0,0,0,0,0,0,39.6,0
528,11.853,7.46,0.59,88,4.401,0.642,0,0,0,0,0,0,39.4,0
530,11.853,7.461,0.59,88,4.402,0.644,0,0,0,0,0,0,39.6,0
532,11.853,7.461,0.59,89,4.402,0.647,0,0,0,0,0,0,39.6,0
534,11.853,7.465,0.59,89,4.404,0.649,0,0,0,0,0,0,39.6,0
536,11.866,7.466,0.6,89,4.48,0.652,0,0,0,0,0,0,39.6,0
538,11.853,7.466,0.59,90,4.405,0.654,0,0,0,0,0,0,39.6,0
540,11.853,7.468,0.59,90,4.406,0.657,0,0,0,0,0,0,39.9,0
542,11.866,7.467,0.6,90,4.48,0.659,0,0,0,0,0,0,39.6,0
544,11.853,7.468,0.59,91,4.406,0.661,0,0,0,0,0,0,39.6,0
546,11.866,7.467,0.59,91,4.406,0.664,0,0,0,0,0,0,39.6,0
548,11.859,7.468,0.6,91,4.481,0.666,0,0,0,0,0,0,39.9,0
550,11.853,7.468,0.59,92,4.406,0.669,0,0,0,0,0,0,39.6,0
552,11.853,7.472,0.6,92,4.483,0.671,0,0,0,0,0,0,39.9,0
554,11.853,7.471,0.59,92,4.408,0.674,0,0,0,0,0,0,39.9,0
556,11.859,7.471,0.59,93,4.408,0.676,0,0,0,0,0,0,39.9,0
558,11.859,7.47,0.59,93,4.407,0.679,0,0,0,0,0,0,39.9,0
560,11.853,7.47,0.59,93,4.407,0.681,0,0,0,0,0,0,39.9,0
562,11.859,7.47,0.59,94,4.407,0.684,0,0,0,0,0,0,39.9,0
564,11.859,7.47,0.59,94,4.407,0.686,0,0,0,0,0,0,40.1,0
566,11.853,7.47,0.6,94,4.482,0.689,0,0,0,0,0,0,40.1,0
568,11.853,7.47,0.6,95,4.482,0.691,0,0,0,0,0,0,40.1,0
570,11.859,7.471,0.59,95,4.408,0.693,0,0,0,0,0,0,40.1,0
572,11.846,7.472,0.6,95,4.483,0.696,0,0,0,0,0,0,40.1,0
574,11.859,7.471,0.59,96,4.408,0.698,0,0,0,0,0,0,40.1,0
576,11.853,7.475,0.59,96,4.41,0.701,0,0,0,0,0,0,40.1,0
578,11.853,7.476,0.59,96,4.411,0.703,0,0,0,0,0,0,40.4,0
580,11.853,7.47,0.59,97,4.407,0.706,0,0,0,0,0,0,40.1,0
582,11.853,7.476,0.59,97,4.411,0.708,0,0,0,0,0,0,40.1,0
584,11.853,7.476,0.59,97,4.411,0.711,0,0,0,0,0,0,40.1,0
586,11.866,7.475,0.6,98,4.485,0.713,0,0,0,0,0,0,40.1,0
588,11.859,7.476,0.59,98,4.411,0.716,0,0,0,0,0,0,40.1,0
590,11.853,7.476,0.59,98,4.411,0.718,0,0,0,0,0,0,40.1,0
592,11.859,7.476,0.6,99,4.486,0.721,0,0,0,0,0,0,40.4,0
594,11.859,7.47,0.59,99,4.407,0.723,0,0,0,0,0,0,40.4,0
596,11.859,7.483,0.59,99,4.415,0.725,0,0,0,0,0,0,40.4,0
598,11.853,7.484,0.59,100,4.416,0.728,0,0,0,0,0,0,40.4,0
600,11.859,7.48,0.59,100,4.413,0.73,0,0,0,0,0,0,40.4,0
602,11.853,7.478,0.59,100,4.412,0.733,0,0,0,0,0,0,40.4,0
604,11.859,7.484,0.59,101,4.416,0.735,0,0,0,0,0,0,40.4,0
606,11.859,7.481,0.59,101,4.414,0.738,0,0,0,0,0,0,40.4,0
608,11.859,7.484,0.59,101,4.416,0.74,0,0,0,0,0,0,40.4,0
610,11.859,7.484,0.59,102,4.416,0.743,0,0,0,0,0,0,40.4,0
612,11.853,7.483,0.6,102,4.49,0.745,0,0,0,0,0,0,40.4,0
614,11.853,7.484,0.59,102,4.416,0.748,0,0,0,0,0,0,40.4,0
616,11.859,7.491,0.59,103,4.42,0.75,0,0,0,0,0,0,40.4,0
618,11.853,7.49,0.6,103,4.494,0.753,0,0,0,0,0,0,40.1,0
620,11.853,7.484,0.59,103,4.416,0.755,0,0,0,0,0,0,40.4,0
622,11.859,7.489,0.59,104,4.419,0.757,0,0,0,0,0,0,40.4,0
624,11.859,7.484,0.59,104,4.416,0.76,0,0,0,0,0,0,40.4,0
626,11.853,7.489,0.6,104,4.493,0.762,0,0,0,0,0,0,40.4,0
628,11.859,7.484,0.59,105,4.416,0.765,0,0,0,0,0,0,40.4,0
630,11.853,7.484,0.59,105,4.416,0.767,0,0,0,0,0,0,40.4,0
632,11.859,7.484,0.6,105,4.49,0.77,0,0,0,0,0,0,40.4,0
634,11.853,7.484,0.59,106,4.416,0.772,0,0,0,0,0,0,40.4,0
636,11.853,7.485,0.59,106,4.416,0.775,0,0,0,0,0,0,40.4,0
638,11.859,7.492,0.59,106,4.42,0.777,0,0,0,0,0,0,40.4,0
640,11.859,7.486,0.6,107,4.492,0.78,0,0,0,0,0,0,40.4,0
642,11.859,7.488,0.59,107,4.418,0.782,0,0,0,0,0,0,40.4,0
644,11.853,7.484,0.59,107,4.416,0.785,0,0,0,0,0,0,40.4,0
646,11.859,7.492,0.59,108,4.42,0.787,0,0,0,0,0,0,40.4,0
648,11.859,7.491,0.6,108,4.495,0.789,0,0,0,0,0,0,40.4,0
650,11.853,7.49,0.59,108,4.419,0.792,0,0,0,0,0,0,40.4,0
652,11.866,7.491,0.59,109,4.42,0.794,0,0,0,0,0,0,40.4,0
654,11.859,7.492,0.59,109,4.42,0.797,0,0,0,0,0,0,40.4,0
656,11.853,7.491,0.59,109,4.42,0.799,0,0,0,0,0,0,40.4,0
658,11.859,7.492,0.59,110,4.42,0.802,0,0,0,0,0,0,40.4,0
